Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/03/25,9.03,27017,27665.86,2206,2114.00,2077,2091.00,143,137.29,24.93013630346359
2020/03/26,9.46,29406,30047.43,2389,2381.57,2234,2227.43,157,136.43,26.556735297189814
2020/03/27,10.07,32332,32682.57,2926,2635.14,2378,2362.43,144,135.00,28.166284986796505
2020/03/28,10.88,35408,35510.29,3076,2827.71,2517,2500.14,139,137.71,29.80814489609826
2020/03/29,11.85,38309,38449.71,2901,2939.43,2640,2637.14,123,137.00,31.441539766291715
2020/03/30,13.04,41495,41458.57,3186,3008.86,2757,2769.43,117,132.29,33.018779236203336
2020/03/31,14.36,44605,44437.29,3110,2978.71,2898,2900.29,141,130.86,34.578969401995415
2020/04/01,15.82,47593,47342.29,2988,2905.00,3036,3033.86,138,133.57,36.17146978748257
2020/04/02,17.47,50468,50187.57,2875,2845.29,3160,3171.43,124,137.57,37.81166053414325
2020/04/03,19.23,53183,52902.57,2715,2715.00,3294,3311.71,134,140.29,39.484161500499
2020/04/04,21.06,55743,55471.71,2560,2569.14,3452,3450.86,158,139.14,41.14318993982323
2020/04/05,22.95,58226,57899.29,2483,2427.57,3603,3587.57,151,136.71,42.7731272588316
2020/04/06,24.69,60500,60149.57,2274,2250.29,3739,3723.29,136,135.71,44.391261213449525
2020/04/07,26.47,62589,62293.71,2089,2144.14,3872,3857.29,133,134.00,45.98888831276283
2020/04/08,28.29,64586,64334.57,1997,2040.86,3993,3986.57,121,129.29,47.53024078589137
2020/04/09,30.03,66220,66257.43,1634,1922.86,4110,4111.00,117,124.43,49.013768696096996
2020/04/10,31.74,68192,68086.43,1972,1829.00,4232,4231.86,122,120.86,50.45473295895525
2020/04/11,33.43,70029,69841.86,1837,1755.43,4357,4347.71,125,115.86,51.83596504444366
2020/04/12,35.12,71686,71528.00,1657,1686.14,4474,4459.71,117,112.00,53.171295157302545
2020/04/13,37.18,73303,73210.14,1617,1682.14,4585,4568.14,111,108.43,54.46406162281405
2020/04/14,39.30,74877,74824.71,1574,1614.57,4683,4671.86,98,103.71,55.70067268804372
2020/04/15,41.41,76389,76373.14,1512,1548.43,4777,4768.14,94,96.29,56.84857968149063
2020/04/16,43.58,77995,77876.71,1606,1503.57,4869,4860.14,92,92.00,57.94545798848185
2020/04/17,45.87,79494,79334.14,1499,1457.43,4958,4949.29,89,89.14,59.00835691313693
2020/04/18,48.24,80868,80752.00,1374,1417.86,5031,5037.00,73,87.71,60.05408730776954
2020/04/19,50.59,82211,82124.43,1343,1372.43,5118,5124.71,87,87.71,61.099817702402156
2020/04/20,52.57,83505,83414.57,1294,1290.14,5209,5212.14,91,87.43,62.14220977175262
2020/04/21,54.47,84802,84657.43,1297,1242.86,5297,5300.14,88,88.00,63.19139771757032
2020/04/22,56.53,85996,85866.00,1194,1208.57,5391,5388.57,94,88.43,64.24571237721416
2020/04/23,58.67,87026,87047.43,1030,1181.43,5481,5473.14,90,84.57,65.25400583832555
2020/04/24,60.27,88194,88185.57,1168,1138.14,5574,5558.43,93,85.29,66.27088356444818
2020/04/25,61.46,89328,89297.29,1134,1111.71,5650,5641.29,76,82.86,67.25878939615788
2020/04/26,61.80,90481,90391.71,1153,1094.43,5710,5722.14,60,80.86,68.2227308213779
2020/04/27,61.50,91472,91479.43,991,1087.71,5806,5800.29,96,78.14,69.15448125280575
2020/04/28,60.43,92584,92544.00,1112,1064.57,5877,5874.14,71,73.86,70.03496454597209
2020/04/29,58.33,93657,93561.14,1073,1017.14,5957,5946.43,80,72.29,70.89684859828073
2020/04/30,55.87,94640,94553.00,983,991.86,6028,6016.86,71,70.43,71.73655663264368
2020/05/01,53.50,95646,95578.00,1006,1025.00,6091,6084.14,63,67.29,72.53870850758248
2020/05/02,51.43,96448,96633.14,802,1055.14,6156,6150.29,65,66.14,73.32738785548976
2020/05/03,49.83,97424,97775.00,976,1141.86,6203,6216.14,47,65.86,74.11249042630902
2020/05/04,48.50,98647,98988.57,1223,1213.57,6277,6281.57,74,65.43,74.89258550920506
2020/05/05,47.32,99970,100280.71,1323,1292.14,6340,6345.86,63,64.29,75.65908883916664
2020/05/06,46.54,101650,101676.71,1680,1396.00,6418,6407.71,78,61.86,76.39650104881238
2020/05/07,45.83,103135,103130.86,1485,1454.14,6486,6470.14,68,62.43,77.14082836082828
2020/05/08,45.11,104691,104650.71,1556,1519.86,6541,6528.43,55,58.29,77.83579614902956
2020/05/09,44.21,106220,106193.14,1529,1542.43,6589,6584.57,48,56.14,78.50513036810007
2020/05/10,43.34,107603,107775.29,1383,1582.14,6640,6636.71,51,52.14,79.12677422599707
2020/05/11,42.43,109286,109403.57,1683,1628.29,6685,6689.29,45,52.57,79.75366402362313
