Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/01/27,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/28,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/29,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/30,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/31,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/01,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/02,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/03,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/04,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/05,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/06,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/07,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/08,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/09,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/10,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/11,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/12,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/13,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/14,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/15,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/16,0.92,0,0.29,0,0.29,0,0.29,0,0.29,0.0034575511850810335
2020/02/17,1.08,0,1.00,0,0.71,0,0.57,0,0.29,0.006795876467228238
2020/02/18,1.32,0,3.57,0,2.57,0,1.14,0,0.57,0.013591752934456476
2020/02/19,1.43,2,7.57,2,4.00,2,1.86,2,0.71,0.02217601794569215
2020/02/20,1.49,5,13.71,3,6.14,2,3.00,0,1.14,0.035767770880148625
2020/02/21,1.51,18,22.43,13,8.71,4,4.71,2,1.71,0.05615540028183334
2020/02/22,1.52,28,36.00,10,13.57,5,7.00,1,2.29,0.08345813205368012
2020/02/23,1.55,43,55.57,15,19.57,8,9.43,3,2.43,0.11243002646660051
2020/02/24,1.64,61,89.86,18,34.29,12,12.86,4,3.43,0.15332451117290377
2020/02/25,1.73,95,142.71,34,52.86,16,17.14,4,4.29,0.20435319762858248
2020/02/26,1.84,139,223.43,44,80.71,19,22.57,3,5.43,0.26909286292165147
2020/02/27,2.03,245,357.00,106,133.57,26,29.14,7,6.57,0.347424281149177
2020/02/28,2.28,388,562.71,143,205.71,34,36.86,8,7.71,0.43946667821409274
2020/02/29,2.64,593,882.86,205,320.14,43,45.57,9,8.71,0.5433124396694576
2020/03/01,3.01,978,1280.43,385,397.57,54,56.00,11,10.43,0.667665056429441
2020/03/02,3.38,1501,1747.29,523,466.86,66,67.57,12,11.57,0.8056094261238808
2020/03/03,3.87,2336,2370.00,835,622.71,77,80.43,11,12.86,0.9589339372967847
2020/03/04,4.45,2922,3117.14,586,747.14,92,95.00,15,14.57,1.1326460778713732
2020/03/05,5.00,3513,3915.43,591,798.29,107,115.00,15,20.00,1.3710978837390306
2020/03/06,5.48,4747,4724.00,1234,808.57,124,139.43,17,24.43,1.6623667646063742
2020/03/07,5.90,5823,5539.14,1076,815.14,145,170.00,21,30.57,2.026840349875089
2020/03/08,6.32,6566,6407.43,743,868.29,194,207.43,49,37.43,2.4731029045564097
2020/03/09,6.80,7161,7344.86,595,937.43,237,253.43,43,46.00,3.021542058052022
2020/03/10,7.26,8042,8290.14,881,945.29,291,309.14,54,55.71,3.685749563296382
2020/03/11,7.78,9000,9276.71,958,986.57,354,375.71,63,66.57,4.47943639912688
2020/03/12,8.40,10075,10329.86,1075,1053.14,429,451.43,75,75.71,5.382214936141831
2020/03/13,9.06,11364,11448.43,1289,1118.57,514,539.43,85,88.00,6.4314028819595235
2020/03/14,9.70,12729,12609.43,1365,1161.00,611,639.00,97,99.57,7.618535197471657
2020/03/15,10.24,13938,13803.86,1209,1194.43,724,750.57,113,111.57,8.948738596504384
2020/03/16,10.56,14991,14994.14,1053,1190.29,853,872.71,129,122.14,10.40496377493817
2020/03/17,10.61,16169,16177.00,1178,1182.86,988,1004.00,135,131.29,11.970280654556406
2020/03/18,10.34,17361,17302.86,1192,1125.86,1135,1139.00,147,135.00,13.579830344163094
2020/03/19,9.90,18407,18402.86,1046,1100.00,1284,1276.29,149,137.29,15.216682765541629
2020/03/20,9.45,19644,19554.00,1237,1151.14,1433,1413.29,149,137.00,16.850077635735083
2020/03/21,9.06,20610,20788.57,966,1234.57,1556,1548.43,123,135.14,18.461296487982846
2020/03/22,8.81,21638,22168.00,1028,1379.43,1685,1683.00,129,134.57,20.06571946376338
2020/03/23,8.70,23049,23739.29,1411,1571.29,1812,1818.71,127,135.71,21.68373419247837
2020/03/24,8.77,24811,25551.86,1762,1812.57,1934,1953.71,122,135.00,23.293283882085056
