Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/01/27,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/28,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/29,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/30,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/31,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/01,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/02,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/03,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/04,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/05,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/06,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/07,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/08,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/09,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/10,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/11,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/12,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/13,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/14,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/15,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/16,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/17,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/18,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/19,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/20,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/21,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/22,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/23,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/24,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/25,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/26,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/27,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/28,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/29,1.22,0,0.14,0,0.14,0,0.00,0,0.00,0.0
2020/03/01,1.37,0,0.29,0,0.14,0,0.00,0,0.00,0.0
2020/03/02,1.43,0,0.43,0,0.14,0,0.00,0,0.00,0.0
2020/03/03,1.53,1,0.71,1,0.29,0,0.00,0,0.00,0.0
2020/03/04,2.02,1,1.86,0,1.14,0,0.00,0,0.00,0.0
2020/03/05,2.48,1,3.57,0,1.71,0,0.14,0,0.14,0.0031007168192846873
2020/03/06,2.72,2,5.29,1,1.71,0,0.29,0,0.14,0.006422913411375422
2020/03/07,2.97,8,7.57,6,2.29,0,0.43,0,0.14,0.009523630230660109
2020/03/08,3.15,12,10.14,4,2.57,1,0.57,1,0.14,0.012624347049944796
2020/03/09,3.18,12,12.71,0,2.57,1,0.71,0,0.14,0.01572506386922948
2020/03/10,3.33,17,16.86,5,4.14,1,1.00,0,0.29,0.022147977280604907
2020/03/11,3.28,19,20.57,2,3.71,1,1.29,0,0.29,0.02857089069198033
2020/03/12,3.09,19,25.29,0,4.71,1,1.43,0,0.14,0.031671607511265014
2020/03/13,3.03,31,31.57,12,6.29,2,1.57,1,0.14,0.034772324330549706
2020/03/14,2.94,34,38.86,3,7.29,2,1.71,0,0.14,0.03787304114983439
2020/03/15,2.95,45,47.43,11,8.57,2,1.86,0,0.14,0.04119523774192513
2020/03/16,2.95,56,58.57,11,11.14,2,2.14,0,0.29,0.047396671380494505
2020/03/17,2.98,68,72.43,12,13.86,2,2.29,0,0.14,0.050718867972585235
2020/03/18,3.03,79,90.14,11,17.71,2,2.57,0,0.29,0.056920301611154606
2020/03/19,3.37,97,121.71,18,31.57,3,2.86,1,0.29,0.06334321502253003
2020/03/20,3.67,128,156.71,31,35.00,3,3.14,0,0.29,0.06954464866109941
2020/03/21,3.98,158,202.29,30,45.57,4,3.71,1,0.57,0.0821689957110442
2020/03/22,4.21,266,246.29,108,44.00,4,4.57,0,0.86,0.10121625617236443
2020/03/23,4.62,301,304.14,35,57.86,4,5.43,0,0.86,0.12026351663368463
2020/03/24,5.06,387,370.00,86,65.86,6,6.86,2,1.43,0.15193512414494967
2020/03/25,5.52,387,446.00,0,76.00,8,8.86,2,2.00,0.19623107870615947
2020/03/26,5.87,502,514.43,115,68.43,9,11.00,1,2.14,0.24362775008665397
2020/03/27,6.24,589,588.57,87,74.14,13,13.71,4,2.71,0.30364876851709327
2020/03/28,7.04,690,683.86,101,95.29,18,16.71,5,3.00,0.370092700358908
