Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/03/29,7.75,745,779.14,55,95.29,19,19.57,1,2.86,0.433435915381438
2020/03/30,8.38,820,869.29,75,90.14,23,23.43,4,3.86,0.518927107684573
2020/03/31,9.03,1054,965.86,234,96.57,27,27.14,4,3.71,0.6010961033956171
2020/04/01,10.22,1054,1074.57,0,108.71,28,30.71,1,3.57,0.6801643822873767
2020/04/02,11.01,1133,1175.43,79,100.86,36,34.29,8,3.57,0.7594541409519422
2020/04/03,11.98,1265,1280.29,132,104.86,39,37.86,3,3.57,0.8385224198437018
2020/04/04,12.44,1451,1362.29,186,82.00,43,42.00,4,4.14,0.930215045785406
2020/04/05,12.99,1451,1456.71,0,94.43,44,47.00,1,5.00,1.0409549321884306
2020/04/06,13.41,1554,1551.29,103,94.57,48,52.14,4,5.14,1.1547955354107398
2020/04/07,14.19,1628,1652.71,74,101.43,56,58.29,8,6.14,1.29100559568646
2020/04/08,14.08,1715,1727.57,87,74.86,63,64.00,7,5.71,1.417470545958714
2020/04/09,14.75,1795,1826.29,80,98.71,72,70.57,9,6.57,1.562982756692288
2020/04/10,15.18,1975,1919.71,180,93.43,82,77.57,10,7.00,1.7180185976565225
2020/04/11,15.53,1975,2012.43,0,92.71,83,84.14,1,6.57,1.8635308083900968
2020/04/12,16.30,2142,2116.43,167,104.00,90,91.00,7,6.86,2.0154659325350464
2020/04/13,16.78,2208,2227.29,66,110.86,97,97.14,7,6.14,2.1514545130379608
2020/04/14,16.75,2277,2326.43,69,99.14,102,103.00,5,5.86,2.2812416599023053
2020/04/15,16.82,2443,2438.29,166,111.86,111,109.57,9,6.57,2.4267538706358796
2020/04/16,16.52,2571,2537.86,128,99.57,115,115.57,4,6.00,2.559641734319509
2020/04/17,16.34,2669,2642.57,98,104.71,123,121.14,8,5.57,2.6830059677724782
2020/04/18,16.17,2758,2750.29,89,107.71,129,127.57,6,6.43,2.8254174616867678
2020/04/19,15.79,2839,2850.43,81,100.14,132,133.43,3,5.86,2.9552046085511128
2020/04/20,16.13,2941,2973.86,102,123.43,136,140.57,4,7.14,3.1133411663346315
2020/04/21,16.78,3031,3107.86,90,134.00,147,148.14,11,7.57,3.2810013543488106
2020/04/22,17.73,3144,3253.86,113,146.00,152,156.14,5,8.00,3.45818517259365
2020/04/23,18.82,3435,3404.29,291,150.43,165,164.71,13,8.57,3.647993337888434
2020/04/24,20.01,3607,3556.00,172,151.71,176,173.43,11,8.71,3.841123699775309
2020/04/25,21.36,3780,3712.57,173,156.57,185,182.00,9,8.57,4.030931865070093
2020/04/26,22.88,3892,3875.57,112,163.00,192,190.86,7,8.86,4.227162943776253
2020/04/27,23.80,4003,4017.43,111,141.86,197,198.43,5,7.57,4.394823131790432
2020/04/28,23.98,4127,4149.57,124,132.14,207,205.43,10,7.00,4.549858972754666
2020/04/29,24.01,4285,4278.29,158,128.71,214,212.86,7,7.43,4.714418443949561
2020/04/30,23.51,4428,4405.57,143,127.29,218,220.57,4,7.71,4.885179348783024
2020/05/01,22.66,4532,4531.86,104,126.29,225,229.57,7,9.00,5.084511144308468
2020/05/02,21.58,4681,4659.43,149,127.57,237,237.71,12,8.14,5.264795679372592
2020/05/03,20.47,4783,4791.29,102,131.86,246,246.14,9,8.43,5.451503127848091
2020/05/04,19.41,4887,4926.00,104,134.71,260,255.29,14,9.14,5.654157119965626
2020/05/05,18.63,5020,5080.14,133,154.14,264,265.00,4,9.71,5.8692139793603
2020/05/06,17.76,5208,5236.57,188,156.43,273,274.00,9,9.00,6.068545774885744
2020/05/07,17.27,5371,5415.29,163,178.71,282,282.43,9,8.43,6.255253223361244
2020/05/08,16.98,5611,5614.00,240,198.71,293,290.14,11,7.71,6.426014128194708
2020/05/09,16.77,5776,5834.43,165,220.43,300,298.00,7,7.86,6.600097229620262
2020/05/10,16.60,6034,6073.14,258,238.71,305,306.00,5,8.00,6.7772810478651015
2020/05/11,16.19,6278,6325.00,244,251.86,314,316.14,9,10.14,7.001861537490435
