Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/04/16,14.52,27,27.00,4,2.14,0,0.00,0,0.00,0.0
2020/04/17,14.68,27,28.43,0,1.43,0,0.00,0,0.00,0.0
2020/04/18,13.94,33,29.86,6,1.43,0,0.00,0,0.00,0.0
2020/04/19,13.35,33,31.29,0,1.43,0,0.00,0,0.00,0.0
2020/04/20,10.64,33,32.14,0,0.86,0,0.00,0,0.00,0.0
2020/04/21,9.93,33,34.00,0,1.86,0,0.00,0,0.00,0.0
2020/04/22,8.04,33,35.86,0,1.86,0,0.00,0,0.00,0.0
2020/04/23,6.96,33,37.71,0,1.86,0,0.00,0,0.00,0.0
2020/04/24,6.26,40,39.57,7,1.86,0,0.00,0,0.00,0.0
2020/04/25,5.47,46,42.29,6,2.71,0,0.29,0,0.29,0.017715662997997213
2020/04/26,4.97,46,45.00,0,2.71,0,0.57,0,0.29,0.034820441065029004
2020/04/27,4.61,46,50.71,0,5.71,0,1.29,0,0.71,0.07880415609453933
2020/04/28,4.28,52,55.43,6,4.71,2,2.00,2,0.71,0.12217698619308423
2020/04/29,4.33,52,65.57,0,10.14,2,3.43,0,1.43,0.20953353132113947
2020/04/30,4.36,73,75.71,21,10.14,5,4.86,3,1.43,0.2968900764491947
2020/05/01,4.38,73,85.86,0,10.14,5,6.29,0,1.43,0.3842466215772499
2020/05/02,4.73,117,102.71,44,16.86,10,8.43,5,2.14,0.51497599680385
2020/05/03,5.00,117,119.57,0,16.86,10,10.57,0,2.14,0.6457053720304502
2020/05/04,5.78,117,145.29,0,25.71,10,13.71,0,3.14,0.8375232403535925
2020/05/05,6.56,170,172.00,53,26.71,17,17.00,7,3.29,1.038504382641216
2020/05/06,7.57,170,201.29,0,29.29,17,20.00,0,3.00,1.2217698619308424
2020/05/07,8.51,253,230.57,83,29.29,27,23.00,10,3.00,1.4050353412204686
2020/05/08,9.38,260,259.86,7,29.29,28,26.00,1,3.00,1.588300820510095
2020/05/09,10.12,322,286.57,62,26.71,31,29.29,3,3.29,1.7892819627977186
2020/05/10,10.99,322,315.43,0,28.86,31,32.86,0,3.57,2.007367883152374
2020/05/11,11.26,322,336.29,0,20.86,31,35.57,0,2.71,2.172917699444003
