Date,Td,R0,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/01/27,8.63,1.75,1,0.57,1,0.14,0,0.00,0,0.00,0.0
2020/01/28,14.17,1.41,1,0.71,0,0.14,0,0.00,0,0.00,0.0
2020/01/29,32.17,1.16,1,0.86,0,0.14,0,0.00,0,0.00,0.0
2020/01/30,NG,NG,1,1.00,0,0.14,0,0.00,0,0.00,0.0
2020/01/31,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/01,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/02,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/03,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/04,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/05,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/06,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/07,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/08,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/09,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/10,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/11,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/12,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/13,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/14,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/15,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/16,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/17,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/18,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/19,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/20,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/21,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/22,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/23,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/24,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/25,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/26,NG,NG,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/27,37.03,1.14,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/28,19.05,1.29,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/29,13.57,1.43,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/01,9.04,1.71,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/02,7.00,2.00,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/03,5.14,2.57,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/04,3.94,3.43,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/05,3.76,3.63,1,1.14,0,0.14,0,0.00,0,0.00,0.0
2020/03/06,3.66,3.76,1,1.29,0,0.14,0,0.00,0,0.00,0.0
2020/03/07,2.59,6.51,1,1.43,0,0.14,0,0.00,0,0.00,0.0
2020/03/08,2.32,8.10,2,1.71,1,0.29,0,0.00,0,0.00,0.0
2020/03/09,2.17,9.36,2,2.00,0,0.29,0,0.00,0,0.00,0.0
2020/03/10,2.12,9.86,2,2.57,0,0.57,0,0.00,0,0.00,0.0
2020/03/11,2.18,9.26,3,3.43,1,0.86,0,0.00,0,0.00,0.0
2020/03/12,2.08,10.31,3,4.14,0,0.71,0,0.00,0,0.00,0.0
2020/03/13,2.01,11.18,5,4.86,2,0.71,0,0.00,0,0.00,0.0
2020/03/14,2.54,6.75,7,9.29,2,4.43,0,0.00,0,0.00,0.0
2020/03/15,2.96,5.15,7,13.86,0,4.57,0,0.00,0,0.00,0.0
2020/03/16,3.35,4.26,7,18.71,0,4.86,0,0.00,0,0.00,0.0
2020/03/17,3.94,3.43,33,25.29,26,6.57,0,0.00,0,0.00,0.0
2020/03/18,4.52,2.93,35,31.86,2,6.57,0,0.00,0,0.00,0.0
2020/03/19,6.03,2.24,37,42.86,2,11.00,0,0.00,0,0.00,0.0
2020/03/20,8.12,1.82,51,54.29,14,11.43,0,0.00,0,0.00,0.0
2020/03/21,10.07,1.62,53,62.57,2,8.29,0,0.00,0,0.00,0.0
2020/03/22,13.14,1.45,84,71.29,31,8.71,0,0.00,0,0.00,0.0
2020/03/23,17.52,1.32,87,79.71,3,8.43,0,0.00,0,0.00,0.0
2020/03/24,22.61,1.24,91,86.57,4,6.86,0,0.00,0,0.00,0.0
2020/03/25,30.10,1.17,96,93.14,5,6.57,0,0.00,0,0.00,0.0
2020/03/26,33.09,1.16,96,95.86,0,2.71,0,0.00,0,0.00,0.0
2020/03/27,38.41,1.13,99,98.71,3,2.86,0,0.00,0,0.00,0.0
2020/03/28,44.86,1.11,99,101.29,0,2.57,0,0.00,0,0.00,0.0
2020/03/29,48.47,1.11,103,103.14,4,1.86,0,0.00,0,0.00,0.0
2020/03/30,52.65,1.10,107,105.14,4,2.00,0,0.00,0,0.00,0.0
2020/03/31,62.16,1.08,109,107.29,2,2.14,0,0.00,0,0.00,0.0
2020/04/01,73.86,1.07,109,109.43,0,2.14,0,0.00,0,0.00,0.0
