Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/01/27,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/01/28,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/01/29,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/01/30,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/01/31,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/01,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/02,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/03,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/02/04,1.76,0,8.71,0,8.71,0,0.00,0,0.00
2020/02/05,2.13,0,17.43,0,8.71,0,0.00,0,0.00
2020/02/06,2.34,0,26.57,0,9.14,0,0.00,0,0.00
2020/02/07,2.82,61,45.86,61,19.29,0,0.00,0,0.00
2020/02/08,3.08,61,65.14,0,19.29,0,0.00,0,0.00
2020/02/09,3.38,64,90.14,3,25.00,0,0.00,0,0.00
2020/02/10,3.59,135,115.14,71,25.00,0,0.00,0,0.00
2020/02/11,3.74,135,137.57,0,22.43,0,0.00,0,0.00
2020/02/12,4.10,175,169.57,40,32.00,0,0.00,0,0.00
2020/02/13,4.64,175,211.14,0,41.57,0,0.00,0,0.00
2020/02/14,5.35,218,256.71,43,45.57,0,0.00,0,0.00
2020/02/15,6.60,285,314.86,67,58.14,0,0.00,0,0.00
2020/02/16,8.53,355,378.57,70,63.71,0,0.00,0,0.00
2020/02/17,11.44,454,444.14,99,65.57,0,0.29,0,0.29
2020/02/18,15.49,542,503.57,88,59.43,0,0.57,0,0.29
2020/02/19,20.78,621,553.43,79,49.86,0,0.86,0,0.29
2020/02/20,31.67,634,601.43,13,48.00,2,1.29,2,0.43
2020/02/21,47.91,634,635.29,0,33.86,2,1.71,0,0.43
2020/02/22,67.99,634,656.57,0,21.29,2,2.14,0,0.43
2020/02/23,90.75,691,668.57,57,12.00,3,2.71,1,0.57
