Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/01/27,4.51,5,4.14,1,1.29,0,0.00,0,0.00,0.0
2020/01/28,5.56,5,5.43,0,1.29,0,0.00,0,0.00,0.0
2020/01/29,7.68,6,7.14,1,1.71,0,0.00,0,0.00,0.0
2020/01/30,9.44,9,8.29,3,1.14,0,0.00,0,0.00,0.0
2020/01/31,11.27,9,9.29,0,1.00,0,0.00,0,0.00,0.0
2020/02/01,14.51,12,10.43,3,1.14,0,0.00,0,0.00,0.0
2020/02/02,18.49,12,11.43,0,1.00,0,0.00,0,0.00,0.0
2020/02/03,22.94,12,12.14,0,0.71,0,0.00,0,0.00,0.0
2020/02/04,33.91,13,13.00,1,0.86,0,0.00,0,0.00,0.0
2020/02/05,43.89,13,13.43,0,0.43,0,0.00,0,0.00,0.0
2020/02/06,61.38,14,13.86,1,0.43,0,0.00,0,0.00,0.0
2020/02/07,100.06,15,14.29,1,0.43,0,0.00,0,0.00,0.0
2020/02/08,166.82,15,14.57,0,0.29,0,0.00,0,0.00,0.0
2020/02/09,517.43,15,14.86,0,0.29,0,0.00,0,0.00,0.0
2020/02/10,NG,15,15.00,0,0.14,0,0.00,0,0.00,0.0
2020/02/11,NG,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/12,NG,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/13,NG,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/14,NG,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/15,NG,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/16,NG,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/17,NG,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/18,NG,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/19,53.28,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/20,25.53,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/21,16.06,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/22,10.60,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/23,7.36,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/24,5.78,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/25,4.81,15,15.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/26,4.66,15,16.43,0,1.43,0,0.00,0,0.00,0.0
2020/02/27,4.48,15,18.14,0,1.71,0,0.14,0,0.14,0.0054972135409876955
2020/02/28,4.33,15,20.29,0,2.14,0,0.29,0,0.14,0.01138708519204594
2020/02/29,4.37,25,23.71,10,3.43,0,0.43,0,0.14,0.016884298733033636
2020/03/01,4.62,27,29.00,2,5.29,1,0.71,1,0.29,0.027878725815009026
2020/03/02,4.91,30,34.71,3,5.71,1,1.00,0,0.29,0.039265811007054965
2020/03/03,4.79,39,41.14,9,6.43,1,1.29,0,0.29,0.050652896199100905
2020/03/04,4.41,52,46.57,13,5.43,2,1.57,1,0.29,0.0616473232810763
2020/03/05,4.17,55,53.57,3,7.00,2,1.86,0,0.29,0.07303440847312224
2020/03/06,3.95,60,62.29,5,8.71,2,2.14,0,0.29,0.08402883555509763
2020/03/07,3.76,63,72.00,3,9.71,2,2.43,0,0.29,0.09541592074714357
2020/03/08,3.55,76,82.86,13,10.86,3,2.57,1,0.14,0.10091313428813126
2020/03/09,3.31,91,93.29,15,10.43,3,2.71,0,0.14,0.10641034782911896
2020/03/10,3.32,107,113.29,16,20.00,3,2.86,0,0.14,0.1123002194801772
2020/03/11,3.31,128,140.00,21,26.71,3,3.00,0,0.14,0.1177974330211649
2020/03/12,3.19,128,171.57,0,31.57,3,3.00,0,0.00,0.1177974330211649
2020/03/13,3.19,200,212.43,72,40.86,3,3.00,0,0.00,0.1177974330211649
2020/03/14,3.19,250,261.71,50,49.29,3,3.29,0,0.29,0.12918451821321084
2020/03/15,3.23,297,324.57,47,62.86,3,3.71,0,0.43,0.1456761588361739
2020/03/16,3.30,377,403.57,80,79.00,3,4.14,0,0.43,0.16256045756920753
2020/03/17,3.33,452,488.00,75,84.43,5,4.71,2,0.57,0.1849419698432289
2020/03/18,3.46,568,605.29,116,117.29,6,5.29,1,0.57,0.20771614022732077
2020/03/19,3.80,681,784.14,113,178.86,6,5.86,0,0.57,0.23009765250134212
2020/03/20,4.08,791,970.57,110,186.43,7,6.43,1,0.57,0.2524791647753634
2020/03/21,4.46,1071,1198.00,280,227.43,7,6.86,0,0.43,0.26936346350839707
2020/03/22,4.91,1549,1454.57,478,256.57,7,7.14,0,0.29,0.2803578905903724
2020/03/23,5.52,1682,1758.71,133,304.14,7,8.14,0,1.00,0.3196237015974274
2020/03/24,6.25,2044,2094.71,362,336.00,8,9.00,1,0.86,0.3533922990634947
2020/03/25,7.21,2364,2461.71,320,367.00,8,10.00,0,1.00,0.3926581100705496
2020/03/26,8.23,2810,2809.57,446,347.86,13,11.29,5,1.29,0.44331100626965053
2020/03/27,9.67,3143,3192.29,333,382.71,13,12.71,0,1.43,0.49906845789966864
2020/03/28,11.27,3640,3551.57,497,359.29,14,14.14,1,1.43,0.5552185676397572
2020/03/29,13.32,3984,3908.43,344,356.86,16,15.86,2,1.71,0.6227557625718917
2020/03/30,15.74,4361,4237.86,377,329.43,17,17.43,1,1.57,0.684403085852968
2020/03/31,18.75,4559,4550.29,198,312.43,18,19.57,1,2.14,0.7684319214080657
2020/04/01,22.19,4862,4823.14,303,272.86,20,21.86,2,2.29,0.8583506286142215
2020/04/02,26.32,5116,5066.43,254,243.29,24,24.57,4,2.71,0.9647609764433405
2020/04/03,30.80,5330,5271.57,214,205.14,28,27.86,4,3.29,1.0939454946565512
2020/04/04,36.23,5550,5462.43,220,190.86,30,31.71,2,3.86,1.245118867033713
2020/04/05,42.51,5687,5626.43,137,164.00,35,36.00,5,4.29,1.4135691962539787
2020/04/06,49.89,5797,5768.14,110,141.71,40,39.86,5,3.86,1.5651352267412109
2020/04/07,58.85,5895,5894.57,98,126.43,45,43.57,5,3.71,1.7108113855773848
2020/04/08,69.06,6010,6002.14,115,107.57,50,47.43,5,3.86,1.862377416064617
2020/04/09,78.33,6108,6091.86,98,89.71,51,51.00,1,3.57,2.002556361359803
2020/04/10,88.20,6215,6171.00,107,79.14,54,54.00,3,3.00,2.1203537943809683
2020/04/11,100.93,6303,6245.29,88,74.29,57,56.43,3,2.43,2.2157697151281117
2020/04/12,113.11,6315,6306.71,12,61.43,60,58.29,3,1.86,2.288804123601234
2020/04/13,123.65,6351,6357.29,36,50.57,61,60.00,1,1.71,2.355948660423298
2020/04/14,135.87,6415,6401.14,64,43.86,62,61.71,1,1.71,2.423093197245362
2020/04/15,149.19,6440,6439.00,25,37.86,63,63.14,1,1.43,2.4792433069854507
2020/04/16,171.87,6462,6481.14,22,42.14,63,64.14,0,1.00,2.5185091179925054
2020/04/17,199.26,6522,6520.00,60,38.86,66,65.00,3,0.86,2.552277715458573
2020/04/18,226.32,6568,6552.86,46,32.86,67,65.71,1,0.71,2.5801564412735813
2020/04/19,255.92,6610,6583.14,42,30.29,67,66.29,0,0.57,2.602930611657674
2020/04/20,288.11,6623,6611.71,13,28.57,67,68.00,0,1.71,2.6700751484797376
2020/04/21,310.23,6645,6633.86,22,22.14,67,69.86,0,1.86,2.74310955695286
2020/04/22,320.18,6652,6651.86,7,18.00,67,71.71,0,1.86,2.8157513073159115
2020/04/23,319.08,6662,6666.71,10,14.86,75,74.00,8,2.29,2.9056700145220673
2020/04/24,307.79,6677,6680.71,15,14.00,79,76.29,4,2.29,2.9955887217282235
2020/04/25,295.83,6694,6694.86,17,14.14,80,79.43,1,3.14,3.1188833682903763
2020/04/26,281.32,6714,6709.14,20,14.29,83,82.86,3,3.43,3.2535651000445744
2020/04/27,267.97,6721,6724.00,7,14.86,83,85.43,0,2.57,3.354478234332706
2020/04/28,256.99,6744,6738.43,23,14.43,89,87.43,6,2.00,3.433009856346816
2020/04/29,248.00,6752,6753.43,8,15.00,91,89.43,2,2.00,3.511541478360926
2020/04/30,243.91,6766,6768.86,14,15.43,93,91.14,2,1.71,3.5786860151829893
2020/05/01,245.32,6778,6786.86,12,18.00,93,93.00,0,1.86,3.6517204236561116
2020/05/02,252.84,6799,6805.57,21,18.71,94,94.14,1,1.14,3.6964834482041544
2020/05/03,267.08,6822,6825.86,23,20.29,95,95.00,1,0.86,3.7302520456702215
2020/05/04,280.93,6847,6846.86,25,21.00,96,95.57,1,0.57,3.7526335579442427
2020/05/05,289.65,6875,6866.86,28,20.00,97,96.14,1,0.57,3.7750150702182643
2020/05/06,303.46,6894,6886.86,19,20.00,97,96.57,0,0.43,3.791899368951298
2020/05/07,312.23,6913,6904.86,19,18.00,97,96.86,0,0.29,3.8032864541433438
2020/05/08,323.62,6918,6922.43,5,17.57,97,97.00,0,0.14,3.808783667684332
2020/05/09,330.14,6939,6937.43,21,15.00,97,97.14,0,0.14,3.8142808812253195
2020/05/10,332.13,6948,6951.00,9,13.57,97,97.29,0,0.14,3.8201707528763778
2020/05/11,347.32,6970,6966.14,22,15.14,97,97.43,0,0.14,3.8256679664173654
