Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/01/27,NG,0,0.00,0,0.00,0,0.00,0,0.00
2020/01/28,2.47,0,0.14,0,0.14,0,0.00,0,0.00
2020/01/29,3.92,0,0.29,0,0.14,0,0.00,0,0.00
2020/01/30,5.75,0,0.43,0,0.14,0,0.00,0,0.00
2020/01/31,8.63,1,0.57,1,0.14,0,0.00,0,0.00
2020/02/01,14.17,1,0.71,0,0.14,0,0.00,0,0.00
2020/02/02,32.17,1,0.86,0,0.14,0,0.00,0,0.00
2020/02/03,NG,1,1.00,0,0.14,0,0.00,0,0.00
2020/02/04,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/05,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/06,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/07,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/08,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/09,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/10,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/11,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/12,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/13,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/14,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/15,NG,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/16,37.03,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/17,7.00,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/18,4.62,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/19,3.26,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/20,2.64,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/21,2.29,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/22,2.01,1,1.00,0,0.00,0,0.00,0,0.00
2020/02/23,1.84,1,1.14,0,0.14,0,0.00,0,0.00
2020/02/24,1.83,1,2.00,0,0.86,0,0.00,0,0.00
2020/02/25,1.81,1,2.86,0,0.86,0,0.00,0,0.00
2020/02/26,1.83,2,4.43,1,1.57,0,0.00,0,0.00
2020/02/27,1.82,7,6.29,5,1.86,0,0.00,0,0.00
2020/02/28,1.80,7,8.29,0,2.00,0,0.00,0,0.00
2020/02/29,1.78,12,11.14,5,2.86,0,0.00,0,0.00
2020/03/01,1.79,14,15.86,2,4.71,0,0.00,0,0.00
2020/03/02,2.03,15,28.29,1,12.43,0,0.00,0,0.00
2020/03/03,2.12,21,41.71,6,13.43,0,0.00,0,0.00
2020/03/04,2.29,35,63.00,14,21.29,0,0.00,0,0.00
2020/03/05,2.47,94,90.00,59,27.00,0,0.00,0,0.00
2020/03/06,2.66,101,123.29,7,33.29,0,0.00,0,0.00
2020/03/07,2.95,161,171.00,60,47.71,0,0.00,0,0.00
2020/03/08,3.39,203,237.43,42,66.43,0,0.14,0,0.14
2020/03/09,3.79,248,309.57,45,72.14,0,0.29,0,0.14
2020/03/10,4.42,355,411.43,107,101.86,0,0.43,0,0.14
2020/03/11,5.15,500,525.71,145,114.29,1,0.71,1,0.29
2020/03/12,5.83,599,642.71,99,117.00,1,1.14,0,0.43
2020/03/13,6.50,814,764.86,215,122.14,1,2.00,0,0.86
2020/03/14,6.99,961,884.14,147,119.29,2,3.00,1,1.00
2020/03/15,7.23,1022,995.43,61,111.29,3,4.29,1,1.29
2020/03/16,7.41,1103,1115.43,81,120.00,6,5.71,3,1.43
2020/03/17,7.52,1190,1233.29,87,117.86,7,7.86,1,2.14
2020/03/18,7.42,1279,1347.86,89,114.57,10,10.43,3,2.57
2020/03/19,7.41,1439,1478.14,160,130.29,11,13.00,1,2.57
2020/03/20,7.33,1639,1612.86,200,134.71,16,15.71,5,2.71
2020/03/21,7.31,1763,1769.43,124,156.57,20,19.86,4,4.14
2020/03/22,7.31,1934,1947.57,171,178.14,21,27.29,1,7.43
2020/03/23,7.31,2046,2147.71,112,200.14,25,36.71,4,9.43
2020/03/24,7.21,2286,2352.00,240,204.29,36,49.43,11,12.71
2020/03/25,7.31,2526,2592.57,240,240.57,62,61.57,26,12.14
2020/03/26,7.39,2840,2844.86,314,252.29,77,74.29,15,12.71
2020/03/27,7.57,3069,3128.00,229,283.14,105,91.57,28,17.29
2020/03/28,7.79,3447,3435.00,378,307.00,105,112.14,0,20.57
2020/03/29,8.07,3700,3780.86,253,345.86,110,137.43,5,25.29
2020/03/30,8.44,4028,4170.57,328,389.71,146,170.43,36,33.00
2020/03/31,8.97,4435,4608.00,407,437.43,180,206.57,34,36.14
2020/04/01,9.38,4947,5036.00,512,428.00,239,244.86,59,38.29
2020/04/02,9.86,5568,5483.14,621,447.14,308,286.43,69,41.57
2020/04/03,10.32,6131,5937.14,563,454.00,358,333.71,50,47.29
2020/04/04,10.79,6443,6402.57,312,465.43,373,392.43,15,58.71
2020/04/05,11.45,6830,6898.57,387,496.00,401,456.43,28,64.00
2020/04/06,12.21,7206,7409.00,376,510.43,477,525.71,76,69.29
2020/04/07,12.91,7693,7916.71,487,507.71,591,598.86,114,73.14
2020/04/08,13.64,8419,8446.43,726,529.71,687,672.29,96,73.43
2020/04/09,14.23,9141,8968.29,722,521.86,793,743.43,106,71.14
2020/04/10,14.91,9685,9502.86,544,534.57,870,806.57,77,63.14
2020/04/11,15.56,10151,10038.86,466,536.00,887,869.71,17,63.14
