Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/03/30,5.93,1094,1107.86,101,132.14,28,27.43,8,6.00,0.2129905639356519
2020/03/31,5.95,1215,1246.57,121,138.71,29,34.29,1,6.86,0.2662576171109553
2020/04/01,5.96,1378,1395.43,163,148.86,37,43.29,8,9.00,0.3361415061164554
2020/04/02,5.98,1510,1559.71,132,164.29,50,53.86,13,10.57,0.4182162513151372
2020/04/03,6.11,1688,1751.86,178,192.14,60,67.71,10,13.86,0.5257597916180456
2020/04/04,6.33,1890,1976.14,202,224.29,79,83.71,19,16.00,0.6499978165167124
2020/04/05,6.65,2143,2233.71,253,257.57,94,103.29,15,19.57,0.802034099486456
2020/04/06,6.96,2439,2509.57,296,275.86,125,123.86,31,20.57,0.9617576102468045
2020/04/07,7.31,2785,2817.57,346,308.00,141,148.57,16,24.71,1.153627709949683
2020/04/08,7.65,3181,3150.29,396,332.71,174,176.29,33,27.71,1.3688700880866234
2020/04/09,7.96,3441,3510.00,260,359.71,194,205.14,20,28.86,1.5928867767320318
2020/04/10,8.23,3844,3877.86,403,367.86,233,234.71,39,29.57,1.8224941764978806
2020/04/11,8.39,4219,4251.29,375,373.43,273,272.57,40,37.86,2.1164724029143507
2020/04/12,8.41,4661,4632.14,442,380.86,296,311.86,23,39.29,2.4215544028061395
2020/04/13,8.35,5014,5040.14,353,408.00,332,353.57,36,41.71,2.7454274039638515
2020/04/14,8.23,5399,5473.14,385,433.00,406,398.29,74,44.71,3.0926726835556257
2020/04/15,8.15,5847,5941.43,448,468.29,449,452.14,43,53.86,3.5108112861052008
2020/04/16,8.17,6297,6455.71,450,514.29,486,507.86,37,55.71,3.943470207814808
2020/04/17,8.18,6875,6992.57,578,536.86,546,562.14,60,54.29,4.364947707283536
2020/04/18,8.20,7497,7578.57,622,586.00,650,626.57,104,64.43,4.865238703797354
2020/04/19,8.37,8261,8249.57,764,671.00,686,701.00,36,74.43,5.44317846587284
2020/04/20,8.63,8772,9011.86,511,762.29,712,784.29,26,83.29,6.089915034235962
2020/04/21,8.98,9501,9868.57,729,856.71,857,880.71,145,96.43,6.838604431781554
2020/04/22,9.34,10544,10775.00,1043,906.43,970,974.29,113,93.57,7.565241579907631
2020/04/23,9.61,11633,11691.57,1089,916.57,1069,1069.29,99,95.00,8.302904852743465
2020/04/24,9.85,12872,12656.86,1239,965.29,1221,1172.43,152,103.14,9.103774220746496
2020/04/25,10.20,13842,13692.71,970,1035.86,1305,1274.14,84,101.71,9.89353981527421
2020/04/26,10.44,14677,14729.14,835,1036.43,1351,1383.00,46,108.86,10.738824277178512
2020/04/27,10.66,15529,15813.57,852,1084.43,1434,1495.86,83,112.86,11.615168245307483
2020/04/28,10.87,16752,16937.43,1223,1123.86,1569,1603.14,135,107.29,12.448184202253046
2020/04/29,11.06,17799,18115.43,1047,1178.00,1732,1711.14,163,108.00,13.286790870319047
2020/04/30,11.32,19224,19371.71,1425,1256.29,1859,1825.86,127,114.71,14.177577508842486
2020/05/01,11.68,20739,20711.14,1515,1339.43,1972,1945.43,113,119.57,15.106023798663337
2020/05/02,11.90,22088,22035.86,1349,1324.71,2061,2079.43,89,134.00,16.14651725718967
2020/05/03,12.17,23471,23440.86,1383,1405.00,2154,2218.29,93,138.86,17.224748015778975
2020/05/04,12.47,24905,24925.43,1434,1484.57,2271,2375.71,117,157.43,18.447094883250735
2020/05/05,12.76,26025,26465.86,1120,1540.43,2507,2545.43,236,169.71,19.76494973236334
2020/05/06,13.12,27634,28090.43,1609,1624.57,2704,2730.00,197,184.57,21.198112998335027
2020/05/07,13.42,29616,29740.57,1982,1650.14,2961,2917.29,257,187.29,22.652396728539482
2020/05/08,13.55,31522,31372.29,1906,1631.71,3160,3103.29,199,186.00,24.096663767986485
2020/05/09,13.74,33460,33129.29,1938,1757.00,3353,3306.00,193,202.71,25.670681894687032
2020/05/10,13.90,35022,34922.43,1562,1793.14,3465,3522.57,112,216.57,27.35232121045605
2020/05/11,14.06,36327,36776.57,1305,1854.14,3573,3739.14,108,216.57,29.033960526225066
