Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/03/30,6.09,170,170.57,50,25.57,4,4.29,0,0.29,0.11049025375516194
2020/03/31,6.48,174,195.00,4,24.43,4,4.57,0,0.29,0.11770173884873895
2020/04/01,6.89,237,222.00,63,27.00,4,5.00,0,0.43,0.12877651952816077
2020/04/02,7.51,273,254.71,36,32.71,6,5.43,2,0.43,0.1398513002075826
2020/04/03,7.76,281,282.86,8,28.14,6,6.43,0,1.00,0.16560660411321473
2020/04/04,8.33,299,318.43,18,35.57,7,7.86,1,1.43,0.20243668869826875
2020/04/05,8.44,349,348.00,50,29.57,7,9.29,0,1.43,0.2392667732833227
2020/04/06,8.50,367,378.14,18,30.14,11,10.57,4,1.29,0.27223356228253187
2020/04/07,8.61,423,412.43,56,34.29,14,11.86,3,1.29,0.30545790432079734
2020/04/08,8.82,444,449.00,21,36.57,14,13.43,0,1.57,0.3458937314526398
2020/04/09,8.98,484,485.86,40,36.86,15,15.00,1,1.57,0.3863295585844823
2020/04/10,9.40,521,528.43,37,42.57,15,16.43,0,1.43,0.4231596431695363
2020/04/11,9.71,555,570.00,34,41.57,18,17.71,3,1.29,0.4561264321687455
2020/04/12,10.20,607,618.57,52,48.57,18,19.29,0,1.57,0.49681981233964423
2020/04/13,10.59,665,669.43,58,50.86,21,21.43,3,2.14,0.5519361626976971
2020/04/14,11.09,714,724.43,49,55.00,23,23.57,2,2.14,0.6070525130557499
2020/04/15,11.26,784,778.43,70,54.00,25,25.29,2,1.71,0.6513516357734371
2020/04/16,11.45,840,834.00,56,55.57,30,27.43,5,2.14,0.70646798613149
2020/04/17,11.11,906,885.57,66,51.57,30,29.57,0,2.14,0.7615843364895428
2020/04/18,10.74,933,939.57,27,54.00,30,31.43,0,1.86,0.8094892017540186
2020/04/19,10.44,996,995.57,63,56.00,33,33.57,3,2.14,0.8646055521120715
2020/04/20,10.08,1026,1058.29,30,62.71,36,35.29,3,1.71,0.9089046748297587
2020/04/21,9.67,1092,1121.86,66,63.57,36,37.14,0,1.86,0.9565519870551782
2020/04/22,9.49,1176,1197.57,84,75.71,40,39.57,4,2.43,1.0191373755458644
2020/04/23,9.16,1279,1274.00,103,76.43,42,42.00,2,2.43,1.0817227640365505
2020/04/24,9.11,1351,1370.71,72,96.71,43,45.00,1,3.00,1.1589886757534469
2020/04/25,8.98,1463,1475.86,112,105.14,47,48.14,4,3.14,1.2398603300171318
2020/04/26,8.86,1531,1584.86,68,109.00,50,51.00,3,2.86,1.3135204991872398
2020/04/27,8.97,1703,1712.29,172,127.43,57,54.14,7,3.14,1.394392153450925
2020/04/28,9.16,1828,1852.86,125,140.57,58,57.71,1,3.57,1.4863385883940317
2020/04/29,9.27,1939,1996.57,111,143.71,60,61.29,2,3.57,1.5785425763761947
2020/04/30,9.47,2171,2164.14,232,167.57,64,66.29,4,5.00,1.7073190959043556
2020/05/01,9.61,2335,2334.29,164,170.14,68,71.00,4,4.71,1.8286265772998829
2020/05/02,10.00,2469,2533.71,134,199.43,72,76.29,4,5.29,1.9648721349606773
2020/05/03,10.36,2704,2741.29,235,207.57,85,82.57,13,6.29,2.126615443488047
2020/05/04,10.46,2894,2940.14,190,198.86,90,88.57,5,6.00,2.2811472669218396
2020/05/05,10.47,3224,3146.29,330,206.14,95,94.43,5,5.86,2.4320733478088443
2020/05/06,10.54,3392,3369.71,168,223.43,104,100.57,9,6.14,2.5902109137894254
2020/05/07,10.80,3563,3612.29,171,242.57,106,105.57,2,5.00,2.7189874333175865
2020/05/08,11.04,3778,3868.43,215,256.14,109,110.14,3,4.57,2.8366891721663254
2020/05/09,11.05,4033,4116.86,255,248.43,115,114.71,6,4.57,2.9543909110150643
2020/05/10,11.01,4402,4378.86,369,262.00,120,118.71,5,4.00,3.0574121266375927
2020/05/11,11.10,4687,4675.43,285,296.57,122,123.00,2,4.29,3.167902380392755
