Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/01/27,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/28,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/29,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/30,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/31,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/01,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/02,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/03,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/04,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/05,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/06,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/07,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/08,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/09,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/10,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/11,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/12,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/13,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/14,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/15,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/16,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/17,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/18,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/19,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/20,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/21,2.47,0,0.14,0,0.14,0,0.00,0,0.00,0.0
2020/02/22,3.92,0,0.29,0,0.14,0,0.00,0,0.00,0.0
2020/02/23,5.75,0,0.43,0,0.14,0,0.00,0,0.00,0.0
2020/02/24,8.63,1,0.57,1,0.14,0,0.00,0,0.00,0.0
2020/02/25,14.17,1,0.71,0,0.14,0,0.00,0,0.00,0.0
2020/02/26,32.17,1,0.86,0,0.14,0,0.00,0,0.00,0.0
2020/02/27,13.57,1,1.00,0,0.14,0,0.00,0,0.00,0.0
2020/02/28,7.82,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/29,5.46,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/01,4.07,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/02,3.42,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/03,3.01,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/04,2.61,1,1.00,0,0.00,0,0.00,0,0.00,0.0
2020/03/05,2.79,1,1.43,0,0.43,0,0.00,0,0.00,0.0
2020/03/06,2.79,1,1.86,0,0.43,0,0.00,0,0.00,0.0
2020/03/07,2.89,1,2.43,0,0.57,0,0.00,0,0.00,0.0
2020/03/08,3.18,4,3.29,3,0.86,0,0.00,0,0.00,0.0
2020/03/09,3.39,4,4.14,0,0.86,0,0.00,0,0.00,0.0
2020/03/10,3.54,5,5.00,1,0.86,0,0.00,0,0.00,0.0
2020/03/11,4.01,7,6.43,2,1.43,0,0.00,0,0.00,0.0
2020/03/12,4.32,7,8.14,0,1.71,0,0.00,0,0.00,0.0
2020/03/13,5.03,7,10.57,0,2.43,0,0.00,0,0.00,0.0
2020/03/14,4.88,11,13.00,4,2.43,0,0.00,0,0.00,0.0
2020/03/15,4.55,16,15.14,5,2.14,0,0.00,0,0.00,0.0
2020/03/16,4.24,21,17.29,5,2.14,0,0.00,0,0.00,0.0
2020/03/17,3.99,22,19.71,1,2.43,0,0.00,0,0.00,0.0
2020/03/18,3.74,22,21.57,0,1.86,0,0.00,0,0.00,0.0
2020/03/19,3.78,22,25.00,0,3.43,0,0.14,0,0.14,0.003605742546788502
2020/03/20,3.55,24,27.71,2,2.71,0,0.29,0,0.14,0.007469038132633324
2020/03/21,3.87,24,35.14,0,7.43,0,0.43,0,0.14,0.011074780679421825
2020/03/22,4.07,40,44.00,16,8.86,1,0.71,1,0.29,0.018286265772998828
2020/03/23,4.24,40,54.29,0,10.29,1,1.29,0,0.57,0.03322434203826548
2020/03/24,4.51,74,66.57,34,12.29,1,1.86,0,0.57,0.04790486526447581
2020/03/25,4.69,84,78.86,10,12.29,2,2.43,1,0.57,0.06258538849068614
2020/03/26,4.68,94,90.29,10,11.43,4,2.86,2,0.43,0.07366016917010795
2020/03/27,5.08,110,108.86,16,18.57,4,3.29,0,0.43,0.08473494984952978
2020/03/28,5.11,110,123.14,0,14.29,4,3.71,0,0.43,0.09555217748989529
2020/03/29,5.54,120,145.00,10,21.86,4,4.00,0,0.29,0.10302121562252861
