Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/02/24,1.98,0,0.43,0,0.14,0,0.00,0,0.00
2020/02/25,1.90,1,0.57,1,0.14,0,0.00,0,0.00
2020/02/26,1.87,1,0.71,0,0.14,0,0.00,0,0.00
2020/02/27,1.83,1,0.86,0,0.14,0,0.00,0,0.00
2020/02/28,2.00,1,1.29,0,0.43,0,0.00,0,0.00
2020/02/29,2.21,1,1.86,0,0.57,0,0.00,0,0.00
2020/03/01,2.94,1,3.43,0,1.57,0,0.00,0,0.00
2020/03/02,3.56,3,5.00,2,1.57,0,0.00,0,0.00
2020/03/03,4.62,5,7.29,2,2.29,0,0.00,0,0.00
2020/03/04,5.35,12,9.57,7,2.29,0,0.00,0,0.00
2020/03/05,5.84,12,12.14,0,2.57,0,0.00,0,0.00
2020/03/06,6.00,17,14.57,5,2.43,0,0.00,0,0.00
2020/03/07,5.83,17,16.71,0,2.14,0,0.00,0,0.00
2020/03/08,5.11,19,17.86,2,1.14,0,0.00,0,0.00
2020/03/09,4.68,20,19.57,1,1.71,0,0.14,0,0.14
2020/03/10,4.31,20,20.86,0,1.29,0,0.43,0,0.29
2020/03/11,4.04,20,23.71,0,2.86,0,0.86,0,0.43
2020/03/12,3.78,24,27.86,4,4.14,1,1.43,1,0.57
2020/03/13,3.60,26,32.71,2,4.86,2,2.00,1,0.57
2020/03/14,3.48,37,38.43,11,5.71,3,2.57,1,0.57
2020/03/15,3.46,48,46.14,11,7.71,4,3.57,1,1.00
2020/03/16,3.42,54,55.14,6,9.00,4,4.71,0,1.14
2020/03/17,3.35,60,64.29,6,9.14,4,6.00,0,1.29
2020/03/18,3.48,74,78.86,14,14.57,7,7.71,3,1.71
2020/03/19,3.79,87,100.71,13,21.86,9,9.57,2,1.86
2020/03/20,4.08,90,125.86,3,25.14,11,11.43,2,1.86
2020/03/21,4.31,139,155.00,49,29.14,15,13.57,4,2.14
2020/03/22,4.47,201,187.57,62,32.57,17,15.57,2,2.00
2020/03/23,4.67,230,227.57,29,40.00,17,17.86,0,2.29
2020/03/24,4.79,264,273.14,34,45.57,19,20.00,2,2.14
2020/03/25,4.84,302,318.14,38,45.00,21,22.00,2,2.00
2020/03/26,4.87,367,362.43,65,44.29,25,24.00,4,2.00
2020/03/27,4.94,409,413.00,42,50.57,26,26.57,1,2.57
2020/03/28,5.22,454,477.57,45,64.57,29,30.14,3,3.57
2020/03/29,5.64,511,555.43,57,77.86,31,35.43,2,5.29
2020/03/30,6.19,584,643.86,73,88.43,35,44.14,4,8.71
2020/03/31,7.07,716,752.71,132,108.86,44,55.43,9,11.29
2020/04/01,8.11,847,866.57,131,113.86,58,69.86,14,14.43
2020/04/02,9.23,986,982.14,139,115.57,86,87.14,28,17.29
2020/04/03,10.61,1171,1102.00,185,119.86,105,106.86,19,19.71
2020/04/04,11.76,1251,1209.43,80,107.43,130,128.14,25,21.29
2020/04/05,12.92,1320,1313.00,69,103.57,152,149.14,22,21.00
2020/04/06,13.94,1423,1410.14,103,97.14,173,170.43,21,21.29
2020/04/07,14.44,1468,1494.43,45,84.29,193,192.00,20,21.57
2020/04/08,14.71,1572,1576.43,104,82.00,205,212.71,12,20.71
2020/04/09,15.02,1666,1661.29,94,84.86,235,232.86,30,20.14
2020/04/10,15.13,1761,1741.29,95,80.00,256,252.86,21,20.00
2020/04/11,15.37,1825,1827.29,64,86.00,275,271.86,19,19.00
2020/04/12,15.52,1914,1911.29,89,84.00,293,290.57,18,18.71
2020/04/13,15.75,1983,1997.29,69,86.00,313,306.71,20,16.14
2020/04/14,16.24,2070,2091.14,87,93.86,326,322.14,13,15.43
2020/04/15,16.88,2160,2192.43,90,101.29,336,335.29,10,13.14
2020/04/16,17.45,2268,2294.57,108,102.14,348,347.00,12,11.71
2020/04/17,17.95,2418,2399.57,150,105.00,364,357.14,16,10.14
2020/04/18,18.34,2534,2505.43,116,105.86,367,366.57,3,9.43
2020/04/19,18.46,2629,2612.57,95,107.14,375,376.00,8,9.43
2020/04/20,18.35,2718,2718.14,89,105.57,384,384.43,9,8.43
2020/04/21,18.08,2811,2819.43,93,101.29,392,391.71,8,7.29
2020/04/22,17.84,2910,2922.57,99,103.14,402,399.14,10,7.43
2020/04/23,17.60,3007,3030.14,97,107.57,407,406.29,5,7.14
2020/04/24,17.43,3127,3144.29,120,114.14,415,413.14,8,6.86
2020/04/25,17.26,3256,3264.00,129,119.71,419,419.57,4,6.43
2020/04/26,17.45,3382,3398.00,126,134.00,425,425.57,6,6.00
2020/04/27,17.73,3517,3540.71,135,142.71,432,431.71,7,6.14
2020/04/28,17.99,3649,3687.43,132,146.71,437,437.14,5,5.43
2020/04/29,18.18,3848,3835.86,199,148.43,444,442.86,7,5.71
2020/04/30,18.51,4006,3991.86,158,156.00,450,448.29,6,5.43
2020/05/01,18.95,4154,4153.43,148,161.57,453,453.00,3,4.71
2020/05/02,19.55,4295,4323.29,141,169.86,459,457.71,6,4.71
2020/05/03,19.99,4474,4487.43,179,164.14,463,462.29,4,4.57
2020/05/04,20.47,4648,4655.43,174,168.00,465,467.00,2,4.71
2020/05/05,21.06,4838,4829.00,190,173.57,470,472.00,5,5.00
2020/05/06,21.76,4997,5009.43,159,180.43,476,477.00,6,5.00
2020/05/07,22.35,5182,5187.86,185,178.43,483,482.57,7,5.57
2020/05/08,22.88,5369,5365.43,187,177.57,488,488.57,5,6.00
2020/05/09,23.36,5558,5541.00,189,175.57,494,495.00,6,6.43
2020/05/10,23.96,5723,5720.43,165,179.43,502,501.57,8,6.57
2020/05/11,24.58,5891,5900.43,168,180.00,507,508.14,5,6.57
