Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/03/29,5.17,4256,4527.71,352,611.71,136,145.14,25,25.86,0.683341633810806
2020/03/30,5.35,4579,5250.43,323,722.71,159,180.43,23,35.29,0.8494924279212054
2020/03/31,5.55,5717,6056.00,1138,805.57,201,218.57,42,38.14,1.0290614641175961
2020/04/01,5.85,6836,6978.29,1119,922.29,240,266.29,39,47.71,1.2537346263433897
2020/04/02,6.13,8044,7960.29,1208,982.00,324,316.29,84,50.00,1.4891423822379763
2020/04/03,6.45,9056,9043.43,1012,1083.14,359,374.14,35,57.86,1.761509155808013
2020/04/04,6.84,10360,10231.57,1304,1188.14,445,443.43,86,69.29,2.087737223926731
2020/04/05,7.28,11130,11565.00,770,1333.43,486,526.14,41,82.71,2.477148733727556
2020/04/06,7.76,12161,13000.43,1031,1435.43,564,615.57,78,89.43,2.8981990459206144
2020/04/07,8.17,14034,14512.14,1873,1511.71,686,715.29,122,99.71,3.3676962742767778
2020/04/08,8.36,16170,15993.14,2136,1481.00,819,812.29,133,97.00,3.8243873207122756
2020/04/09,8.59,18092,17573.43,1922,1580.29,950,917.57,131,105.29,4.320061891523918
2020/04/10,8.75,19638,19183.29,1546,1609.86,1057,1026.71,107,109.14,4.833909941090622
2020/04/11,8.86,20727,20787.29,1089,1604.00,1124,1147.57,67,120.86,5.4029375686390155
2020/04/12,9.08,22192,22523.00,1465,1735.71,1223,1278.57,99,131.00,6.019705889082833
2020/04/13,9.17,23430,24284.86,1238,1761.86,1328,1417.71,105,139.14,6.674798592186289
2020/04/14,9.37,25262,26291.14,1832,2006.29,1532,1572.57,204,154.86,7.403903493743003
2020/04/15,9.59,28320,28567.00,3058,2275.86,1736,1748.29,204,175.71,8.231220511058938
2020/04/16,9.75,30425,30918.71,2105,2351.71,1924,1925.29,188,177.00,9.064563966925775
2020/04/17,9.84,33682,33392.00,3257,2473.29,2141,2105.14,217,179.86,9.911325664878602
2020/04/18,9.79,36658,35937.29,2976,2545.29,2354,2277.86,213,172.71,10.724518216840863
2020/04/19,9.56,38654,38428.29,1996,2491.00,2462,2445.00,108,167.14,11.511439263245288
2020/04/20,9.38,40743,41229.86,2089,2801.57,2587,2646.00,125,201.00,12.457778441941526
2020/04/21,9.25,43079,44138.57,2336,2908.71,2741,2869.29,154,223.29,13.50906239821557
2020/04/22,9.26,45757,47376.57,2678,3238.00,2906,3112.57,165,243.29,14.654462375296273
2020/04/23,9.34,50036,50868.86,4279,3492.29,3331,3373.14,425,260.57,15.88126635436532
2020/04/24,9.44,54043,54683.57,4007,3814.71,3704,3661.14,373,288.00,17.23721502831814
2020/04/25,9.67,59324,58991.57,5281,4308.00,4057,3995.71,353,334.57,18.812422486111178
2020/04/26,9.91,63100,63838.43,3776,4846.86,4286,4368.14,229,372.43,20.565880696667598
2020/04/27,10.23,67446,69145.71,4346,5307.29,4603,4750.29,317,382.14,22.36510217496992
2020/04/28,10.41,73235,74597.00,5789,5451.29,5083,5137.14,480,386.86,24.18645198232634
2020/04/29,10.44,79685,79993.57,6450,5396.57,5513,5523.43,430,386.29,26.005165222816736
2020/04/30,10.46,87187,85525.86,7502,5532.29,6006,5918.43,493,395.00,27.86488649438397
2020/05/01,10.56,92202,91407.86,5015,5882.00,6412,6313.29,406,394.86,29.723948624234698
2020/05/02,10.65,97100,97439.29,4898,6031.43,6761,6721.14,349,407.86,31.644169689066846
2020/05/03,10.87,101826,104143.00,4726,6703.71,7051,7160.43,290,439.29,33.712415150805505
2020/05/04,11.04,108620,111083.86,6794,6940.86,7367,7615.29,316,454.86,35.85396658772974
2020/05/05,11.27,115455,118897.00,6835,7813.14,7938,8130.29,571,515.00,38.27866647344398
2020/05/06,11.53,126611,127320.00,11156,8423.00,8588,8686.71,650,556.43,40.89837814414129
2020/05/07,11.81,135773,136016.14,9162,8696.14,9190,9268.43,602,581.71,43.63720613932128
2020/05/08,11.93,146894,144726.71,11121,8710.57,10017,9880.71,827,612.29,46.51991535490402
2020/05/09,11.94,156061,153692.29,9167,8965.57,10656,10526.86,639,646.14,49.56208978432977
2020/05/10,11.83,162699,162767.43,6638,9075.14,11123,11191.43,467,664.57,52.69098843102708
2020/05/11,11.75,169594,172394.86,6895,9627.43,11653,11878.43,530,687.00,55.9254909970187
