Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/01/27,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/28,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/29,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/30,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/01/31,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/01,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/02,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/03,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/04,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/05,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/06,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/07,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/08,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/09,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/10,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/11,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/12,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/13,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/14,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/15,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/16,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/17,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/18,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/19,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/20,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/21,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/22,NG,0,0.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/23,1.82,0,0.14,0,0.14,0,0.00,0,0.00,0.0
2020/02/24,2.28,0,0.29,0,0.14,0,0.00,0,0.00,0.0
2020/02/25,2.14,0,0.43,0,0.14,0,0.00,0,0.00,0.0
2020/02/26,2.33,1,0.71,1,0.29,0,0.00,0,0.00,0.0
2020/02/27,2.29,1,1.00,0,0.29,0,0.00,0,0.00,0.0
2020/02/28,2.21,1,1.29,0,0.29,0,0.00,0,0.00,0.0
2020/02/29,2.11,2,1.57,1,0.29,0,0.00,0,0.00,0.0
2020/03/01,2.08,2,2.00,0,0.43,0,0.00,0,0.00,0.0
2020/03/02,2.00,2,2.43,0,0.43,0,0.00,0,0.00,0.0
2020/03/03,1.99,2,4.14,0,1.71,0,0.00,0,0.00,0.0
2020/03/04,1.97,4,5.71,2,1.57,0,0.00,0,0.00,0.0
2020/03/05,2.06,4,8.29,0,2.57,0,0.00,0,0.00,0.0
2020/03/06,2.14,13,11.57,9,3.29,0,0.00,0,0.00,0.0
2020/03/07,2.13,13,15.71,0,4.14,0,0.00,0,0.00,0.0
2020/03/08,2.13,20,20.57,7,4.86,0,0.00,0,0.00,0.0
2020/03/09,2.08,25,27.43,5,6.86,0,0.00,0,0.00,0.0
2020/03/10,2.34,31,47.14,6,19.71,0,0.00,0,0.00,0.0
2020/03/11,2.41,38,66.86,7,19.71,0,0.00,0,0.00,0.0
2020/03/12,2.33,52,87.14,14,20.29,0,0.00,0,0.00,0.0
2020/03/13,2.28,151,112.14,99,25.00,0,0.00,0,0.00,0.0
2020/03/14,2.34,151,153.57,0,41.43,0,0.14,0,0.14,0.0006591417165048427
2020/03/15,2.39,162,201.29,11,47.71,0,0.57,0,0.43,0.0026836484171982875
2020/03/16,2.57,200,282.57,38,81.29,0,1.43,0,0.86,0.006732661818585178
2020/03/17,2.71,321,374.29,121,91.71,1,3.00,1,1.57,0.0141244653536752
2020/03/18,2.90,372,498.57,51,124.29,3,5.14,2,2.14,0.024199917305963506
2020/03/19,3.29,621,696.29,249,197.71,6,8.71,3,3.57,0.041008031076837
2020/03/20,3.76,793,942.57,172,246.29,11,13.57,5,4.86,0.06388966494979081
2020/03/21,4.15,1021,1217.71,228,275.14,15,20.00,4,6.43,0.09416310235783466
2020/03/22,4.47,1546,1529.43,525,311.71,25,28.00,10,8.00,0.13182834330096851
2020/03/23,4.69,1924,1867.14,378,337.71,34,38.14,9,10.14,0.1795690361963907
2020/03/24,4.88,2247,2242.00,323,374.86,46,49.71,12,11.57,0.23404239091039805
2020/03/25,5.02,2554,2653.86,307,411.86,59,63.43,13,13.71,0.2986382791278726
2020/03/26,5.04,2985,3041.00,431,387.14,77,79.29,18,15.86,0.37330961929763556
2020/03/27,4.99,3417,3420.29,432,379.29,92,97.14,15,17.86,0.45735018815200296
2020/03/28,5.05,3904,3916.00,487,495.71,111,119.29,19,22.14,0.5616358240133049
