Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/04/19,19.80,121172,120152.29,5858,5022.14,18527,18558.00,499,881.43
2020/04/20,20.68,125856,125166.71,4684,5014.43,19092,19396.00,565,838.00
2020/04/21,21.48,130172,130148.29,4316,4981.57,20264,20245.00,1172,849.00
2020/04/22,22.23,134638,135041.86,4466,4893.57,21111,21054.86,847,809.86
2020/04/23,22.84,139246,139736.86,4608,4695.00,21840,21853.43,729,798.57
2020/04/24,23.44,144640,144378.57,5394,4641.71,22853,22620.00,1013,766.57
2020/04/25,23.95,149569,148975.43,4929,4596.86,23697,23349.29,844,729.29
2020/04/26,24.22,154037,153518.71,4468,4543.29,24117,24071.43,420,722.14
2020/04/27,24.69,158348,158266.57,4311,4747.86,24458,24786.00,341,714.57
2020/04/28,25.39,162350,163130.14,4002,4863.57,25369,25461.71,911,675.71
2020/04/29,26.17,166441,167977.43,4091,4847.29,26166,26105.71,797,644.00
2020/04/30,26.98,172481,172806.71,6040,4829.29,26842,26734.71,676,629.00
2020/05/01,27.76,178685,177590.14,6204,4783.43,27583,27356.29,741,621.57
2020/05/02,28.73,183500,182432.00,4815,4841.86,28205,27946.57,622,590.29
2020/05/03,30.34,187842,187563.14,4342,5131.14,28520,28515.71,315,569.14
2020/05/04,32.29,191832,192634.00,3990,5070.86,28809,29065.29,289,549.57
2020/05/05,34.29,196243,197483.14,4411,4849.14,29501,29598.57,692,533.29
2020/05/06,36.37,202359,202201.00,6116,4717.86,30150,30092.43,649,493.86
2020/05/07,38.60,207977,206859.14,5618,4658.14,30689,30579.57,539,487.14
2020/05/08,41.25,212629,211502.00,4652,4642.86,31316,31055.57,627,476.00
2020/05/09,44.13,216525,216001.71,3896,4499.71,31662,31522.43,346,466.86
2020/05/10,47.49,220449,220091.14,3924,4089.43,31930,31967.29,268,444.86
2020/05/11,50.80,224332,223871.57,3883,3780.43,32141,32396.43,211,429.14
