Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/01/27,3.42,0,1.14,0,0.57,0,0.00,0,0.00
2020/01/28,4.65,0,1.71,0,0.57,0,0.00,0,0.00
2020/01/29,5.80,4,2.29,4,0.57,0,0.00,0,0.00
2020/01/30,7.84,4,3.00,0,0.71,0,0.00,0,0.00
2020/01/31,10.09,4,3.71,0,0.71,0,0.00,0,0.00
2020/02/01,13.02,4,4.43,0,0.71,0,0.00,0,0.00
2020/02/02,11.95,5,4.57,1,0.14,0,0.00,0,0.00
2020/02/03,11.11,5,4.71,0,0.14,0,0.00,0,0.00
2020/02/04,10.51,5,4.86,0,0.14,0,0.00,0,0.00
2020/02/05,12.25,5,5.29,0,0.43,0,0.00,0,0.00
2020/02/06,12.79,5,5.57,0,0.29,0,0.00,0,0.00
2020/02/07,15.01,5,6.00,0,0.43,0,0.00,0,0.00
2020/02/08,17.92,7,6.43,2,0.43,0,0.00,0,0.00
2020/02/09,21.80,7,6.86,0,0.43,0,0.00,0,0.00
2020/02/10,27.26,8,7.29,1,0.43,0,0.00,0,0.00
2020/02/11,34.90,8,7.71,0,0.43,0,0.00,0,0.00
2020/02/12,24.65,8,7.86,0,0.14,0,0.00,0,0.00
2020/02/13,22.09,8,8.14,0,0.29,0,0.00,0,0.00
2020/02/14,18.94,8,8.29,0,0.14,0,0.00,0,0.00
2020/02/15,16.61,8,8.43,0,0.14,0,0.00,0,0.00
2020/02/16,14.93,9,8.57,1,0.14,0,0.00,0,0.00
2020/02/17,13.64,9,8.71,0,0.14,0,0.00,0,0.00
2020/02/18,10.84,9,8.86,0,0.14,0,0.00,0,0.00
2020/02/19,10.80,9,9.57,0,0.71,0,0.00,0,0.00
2020/02/20,10.44,9,10.14,0,0.57,0,0.00,0,0.00
2020/02/21,10.13,9,10.71,0,0.57,0,0.00,0,0.00
2020/02/22,9.06,13,11.29,4,0.57,0,0.00,0,0.00
2020/02/23,8.29,13,11.86,0,0.57,0,0.00,0,0.00
2020/02/24,7.58,13,12.43,0,0.57,0,0.00,0,0.00
2020/02/25,8.23,13,13.86,0,1.43,0,0.00,0,0.00
