Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/02/26,7.59,13,15.00,0,1.14,0,0.00,0,0.00
2020/02/27,7.13,13,16.14,0,1.14,0,0.00,0,0.00
2020/02/28,6.80,19,17.29,6,1.14,0,0.00,0,0.00
2020/02/29,6.24,21,19.29,2,2.00,0,0.00,0,0.00
2020/03/01,5.86,21,21.29,0,2.00,0,0.00,0,0.00
2020/03/02,5.53,21,23.57,0,2.29,0,0.00,0,0.00
2020/03/03,5.10,27,25.00,6,1.43,0,0.00,0,0.00
2020/03/04,5.35,27,28.43,0,3.43,0,0.00,0,0.00
2020/03/05,5.42,29,31.86,2,3.43,0,0.00,0,0.00
2020/03/06,5.48,29,35.29,0,3.43,0,0.00,0,0.00
2020/03/07,6.46,45,42.00,16,6.71,0,0.00,0,0.00
2020/03/08,7.31,45,48.71,0,6.71,0,0.00,0,0.00
2020/03/09,8.21,45,56.71,0,8.00,0,0.00,0,0.00
2020/03/10,9.10,74,64.71,29,8.00,0,0.00,0,0.00
2020/03/11,9.11,74,70.43,0,5.71,0,0.00,0,0.00
2020/03/12,9.82,85,78.00,11,7.57,0,0.00,0,0.00
2020/03/13,9.56,85,85.57,0,7.57,0,0.00,0,0.00
2020/03/14,7.97,85,89.00,0,3.43,0,0.00,0,0.00
2020/03/15,6.70,98,94.57,13,5.57,0,0.00,0,0.00
2020/03/16,6.25,98,102.43,0,7.86,0,0.00,0,0.00
2020/03/17,5.65,98,110.29,0,7.86,0,0.29,0,0.29
2020/03/18,5.19,113,120.00,15,9.71,0,0.57,0,0.29
2020/03/19,4.63,140,127.86,27,7.86,0,0.86,0,0.29
2020/03/20,4.44,140,142.14,0,14.29,2,1.14,2,0.29
2020/03/21,4.48,153,163.57,13,21.43,2,1.43,0,0.29
2020/03/22,4.66,153,195.00,0,31.43,2,1.71,0,0.29
2020/03/23,4.52,198,222.57,45,27.57,2,2.00,0,0.29
2020/03/24,4.46,248,260.43,50,37.86,2,2.00,0,0.00
2020/03/25,4.39,333,305.43,85,45.00,2,2.00,0,0.00
2020/03/26,4.41,333,365.00,0,59.57,2,2.14,0,0.14
2020/03/27,4.31,405,424.00,72,59.00,2,2.57,0,0.43
2020/03/28,4.17,468,483.43,63,59.43,2,3.14,0,0.57
2020/03/29,4.08,570,552.14,102,68.71,3,4.00,1,0.86
2020/03/30,4.15,611,650.86,41,98.71,5,4.86,2,0.86
2020/03/31,4.30,664,773.57,53,122.71,6,5.86,1,1.00
2020/04/01,4.50,814,921.71,150,148.14,8,7.00,2,1.14
2020/04/02,4.76,1024,1097.29,210,175.57,8,8.00,0,1.00
2020/04/03,5.09,1264,1306.57,240,209.29,9,8.86,1,0.86
2020/04/04,5.47,1505,1548.71,241,242.14,10,9.71,1,0.86
2020/04/05,5.86,1799,1812.29,294,263.57,10,10.29,0,0.57
2020/04/06,6.25,2076,2093.14,277,280.86,11,11.14,1,0.86
2020/04/07,6.63,2359,2392.57,283,299.43,12,12.14,1,1.00
2020/04/08,7.16,2659,2711.29,300,318.71,12,13.57,0,1.43
2020/04/09,7.69,2990,3043.29,331,332.00,14,15.29,2,1.71
2020/04/10,8.25,3360,3392.57,370,349.29,16,17.29,2,2.00
2020/04/11,8.83,3736,3760.29,376,367.71,20,19.57,4,2.29
2020/04/12,9.46,4123,4146.86,387,386.57,22,22.57,2,3.00
2020/04/13,10.15,4521,4551.86,398,405.00,25,25.57,3,3.00
2020/04/14,10.87,4933,4972.14,412,420.29,28,28.57,3,3.00
2020/04/15,11.09,5365,5338.71,432,366.57,33,31.00,5,2.43
2020/04/16,11.32,5825,5718.43,460,379.71,35,33.71,2,2.71
2020/04/17,11.58,6302,6110.43,477,392.00,37,36.29,2,2.57
2020/04/18,11.85,6302,6513.57,0,403.14,37,38.86,0,2.57
2020/04/19,12.11,6781,6924.00,479,410.43,41,41.57,4,2.71
2020/04/20,12.38,7265,7342.71,484,418.71,43,44.57,2,3.00
2020/04/21,12.64,7755,7768.29,490,425.57,46,48.43,3,3.86
2020/04/22,13.20,8238,8269.86,483,501.57,52,53.29,6,4.86
2020/04/23,13.77,8756,8779.57,518,509.71,56,58.29,4,5.00
2020/04/24,14.29,9281,9290.14,525,510.57,64,63.86,8,5.57
