Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/03/30,6.15,161831,167271.14,20922,22826.57,4192,4628.14,772,885.00
2020/03/31,6.62,188172,192086.86,26341,24815.71,5367,5625.43,1175,997.29
2020/04/01,7.17,213242,218827.57,25070,26740.71,6501,6786.00,1134,1160.57
2020/04/02,7.74,243622,246812.29,30380,27984.71,7921,8065.29,1420,1279.29
2020/04/03,8.38,275367,276024.57,31745,29212.29,9246,9451.29,1325,1386.00
2020/04/04,9.06,308650,305874.43,33283,29849.86,10855,10997.57,1609,1546.29
2020/04/05,9.80,336802,336647.57,28152,30773.14,12375,12678.86,1520,1681.29
2020/04/06,10.60,366317,367955.86,29515,31308.29,13894,14440.86,1519,1762.00
2020/04/07,11.44,397121,399551.29,30804,31595.43,16191,16310.43,2297,1869.57
2020/04/08,12.25,428654,430657.86,31533,31106.57,18270,18237.14,2079,1926.71
2020/04/09,13.10,462780,461873.71,34126,31215.86,20255,20195.86,1985,1958.71
2020/04/10,13.91,496535,492488.29,33755,30614.57,22333,22192.43,2078,1996.57
2020/04/11,14.68,526396,522566.71,29861,30078.43,24342,24202.57,2009,2010.14
2020/04/12,15.42,555313,552237.57,28917,29670.86,26086,26268.86,1744,2066.29
2020/04/13,16.16,580619,581496.43,25306,29258.86,27870,28350.57,1784,2081.71
2020/04/14,16.83,607670,610520.86,27051,29024.43,30262,30504.57,2392,2154.00
2020/04/15,17.53,636350,639921.00,28680,29400.14,32734,32706.14,2472,2201.57
2020/04/16,18.18,667592,668991.86,31242,29070.86,34827,34828.86,2093,2122.71
2020/04/17,18.88,699706,698092.86,32114,29101.00,37411,36941.57,2584,2112.71
2020/04/18,19.61,732197,727263.57,32491,29170.71,39753,39059.29,2342,2117.71
2020/04/19,20.37,758809,756406.57,26612,29143.00,40945,41156.14,1192,2096.86
2020/04/20,21.07,784326,785203.43,25517,28796.86,42659,43284.29,1714,2128.14
2020/04/21,21.88,811865,814582.29,27539,29378.86,45086,45296.00,2427,2011.71
2020/04/22,22.76,840351,844004.71,28486,29422.43,47412,47296.29,2326,2000.29
2020/04/23,23.70,869170,873572.71,28819,29568.00,49724,49287.14,2312,1990.86
2020/04/24,24.60,905358,902697.14,36188,29124.43,51493,51224.29,1769,1937.14
2020/04/25,25.46,938154,931371.00,32796,28673.86,53755,53119.86,2262,1895.57
2020/04/26,26.35,965785,959879.29,27631,28508.29,54881,55056.29,1126,1936.43
2020/04/27,27.30,988197,988487.00,22412,28607.71,56219,56952.29,1338,1896.00
2020/04/28,28.36,1012582,1016787.43,24385,28300.43,58355,58873.71,2136,1921.43
2020/04/29,29.43,1039909,1044556.71,27327,27769.29,60967,60675.71,2612,1802.00
2020/04/30,30.59,1069424,1072021.71,29515,27465.00,62996,62504.43,2029,1828.71
