Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/03/26,65.30,9241,9252.71,104,88.86,131,131.86,5,5.86
2020/03/27,66.97,9332,9352.71,91,100.00,139,138.57,8,6.71
2020/03/28,70.54,9478,9459.71,146,107.00,144,144.57,5,6.00
2020/03/29,75.22,9583,9566.86,105,107.14,152,150.14,8,5.57
2020/03/30,81.10,9661,9671.86,78,105.00,158,155.57,6,5.43
2020/03/31,89.05,9786,9776.14,125,104.29,162,160.57,4,5.00
2020/04/01,98.82,9887,9873.00,101,96.86,165,165.29,3,4.71
2020/04/02,111.64,9976,9966.43,89,93.43,169,169.71,4,4.43
2020/04/03,127.56,10062,10055.43,86,89.00,174,173.71,5,4.00
2020/04/04,144.81,10156,10133.29,94,77.86,177,178.00,3,4.29
2020/04/05,165.36,10237,10204.29,81,71.00,183,183.00,6,5.00
2020/04/06,188.91,10284,10268.14,47,63.86,186,188.00,3,5.00
2020/04/07,212.76,10331,10323.57,47,55.43,192,192.86,6,4.86
2020/04/08,234.74,10384,10369.86,53,46.29,200,197.71,8,4.86
2020/04/09,256.76,10423,10409.14,39,39.29,204,202.14,4,4.43
2020/04/10,280.89,10450,10445.29,27,36.14,208,206.57,4,4.43
2020/04/11,309.22,10480,10478.57,30,33.29,211,210.86,3,4.29
2020/04/12,340.39,10512,10508.14,32,29.57,214,214.43,3,3.57
2020/04/13,374.78,10537,10535.29,25,27.14,217,218.00,3,3.57
2020/04/14,420.00,10564,10561.71,27,26.43,222,221.14,5,3.14
2020/04/15,474.92,10591,10586.43,27,24.71,225,224.14,3,3.00
2020/04/16,525.32,10613,10607.71,22,21.29,229,227.00,4,2.86
2020/04/17,575.36,10635,10627.29,22,19.57,230,229.71,1,2.71
2020/04/18,616.24,10653,10644.29,18,17.00,232,231.86,2,2.14
2020/04/19,652.39,10661,10659.00,8,14.71,234,233.71,2,1.86
2020/04/20,688.94,10674,10672.57,13,13.57,236,235.29,2,1.57
2020/04/21,718.17,10683,10684.43,9,11.86,237,236.71,1,1.43
2020/04/22,733.31,10694,10695.14,11,10.71,238,238.14,1,1.43
2020/04/23,755.27,10708,10706.14,14,11.00,240,239.43,2,1.29
2020/04/24,799.00,10718,10717.29,10,11.14,240,240.57,0,1.14
