Date,Td,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day)
2020/01/27,3.08,4,3.29,1,0.43,0,0.00,0,0.00
2020/01/28,3.58,4,4.57,0,1.29,0,0.00,0,0.00
2020/01/29,4.13,4,6.00,0,1.43,0,0.00,0,0.00
2020/01/30,4.87,4,7.71,0,1.71,0,0.00,0,0.00
2020/01/31,5.47,11,9.29,7,1.57,0,0.00,0,0.00
2020/02/01,6.12,12,11.00,1,1.71,0,0.00,0,0.00
2020/02/02,7.29,15,13.14,3,2.14,0,0.00,0,0.00
2020/02/03,9.60,15,15.86,0,2.71,0,0.00,0,0.00
2020/02/04,11.65,16,17.71,1,1.86,0,0.00,0,0.00
2020/02/05,14.07,19,19.43,3,1.71,0,0.00,0,0.00
2020/02/06,16.48,23,20.86,4,1.43,0,0.00,0,0.00
2020/02/07,21.02,24,22.57,1,1.71,0,0.00,0,0.00
2020/02/08,28.15,24,24.29,0,1.71,0,0.00,0,0.00
2020/02/09,35.72,25,25.57,1,1.29,0,0.00,0,0.00
2020/02/10,11.47,27,26.29,2,0.71,0,0.00,0,0.00
2020/02/11,5.46,28,26.86,1,0.57,0,0.00,0,0.00
2020/02/12,3.23,28,27.43,0,0.57,0,0.00,0,0.00
2020/02/13,2.44,28,28.00,0,0.57,0,0.00,0,0.00
2020/02/14,2.00,28,28.43,0,0.43,0,0.00,0,0.00
2020/02/15,1.76,28,28.86,0,0.43,0,0.00,0,0.00
2020/02/16,1.58,29,29.29,1,0.43,0,0.00,0,0.00
2020/02/17,1.58,30,40.14,1,10.86,0,0.14,0,0.14
2020/02/18,1.68,31,65.29,1,25.14,0,0.43,0,0.29
2020/02/19,1.91,31,123.14,0,57.86,0,0.71,0,0.29
2020/02/20,2.13,104,205.00,73,81.86,1,1.57,1,0.86
2020/02/21,2.36,204,319.71,100,114.71,2,2.71,1,1.14
2020/02/22,2.52,433,454.86,229,135.14,2,4.14,0,1.43
2020/02/23,2.73,602,630.57,169,175.71,6,5.86,4,1.71
2020/02/24,3.01,833,868.00,231,237.43,8,7.57,2,1.71
2020/02/25,3.37,977,1172.71,144,304.71,10,9.14,2,1.57
2020/02/26,3.84,1261,1560.86,284,388.14,12,11.14,2,2.00
2020/02/27,4.42,1766,2008.57,505,447.71,13,12.71,1,1.57
2020/02/28,5.12,2337,2508.86,571,500.29,13,15.57,0,2.86
2020/02/29,6.19,3150,3110.14,813,601.29,16,18.14,3,2.57
2020/03/01,7.53,3736,3733.00,586,622.86,17,21.43,1,3.29
2020/03/02,9.21,4335,4350.43,599,617.43,28,24.57,11,3.14
2020/03/03,11.49,5186,4958.43,851,608.00,28,28.71,0,4.14
2020/03/04,14.46,5621,5514.29,435,555.86,35,32.71,7,4.00
2020/03/05,18.48,6088,6025.43,467,511.14,35,37.43,0,4.71
2020/03/06,23.74,6593,6474.43,505,449.00,42,41.00,7,3.57
2020/03/07,28.75,7041,6806.86,448,332.43,44,44.71,2,3.71
2020/03/08,35.54,7314,7111.71,273,304.86,50,48.29,6,3.57
2020/03/09,42.75,7478,7366.14,164,254.43,53,52.71,3,4.43
2020/03/10,49.22,7513,7564.14,35,198.00,54,56.14,1,3.43
2020/03/11,53.23,7755,7713.43,242,149.29,60,60.14,6,4.00
2020/03/12,54.52,7869,7834.57,114,121.14,66,63.71,6,3.57
2020/03/13,55.59,7979,7942.86,110,108.29,66,66.86,0,3.14
2020/03/14,57.34,8086,8058.14,107,115.29,72,70.71,6,3.86
2020/03/15,57.25,8162,8152.14,76,94.00,75,74.14,3,3.43
2020/03/16,58.14,8236,8251.57,74,99.43,75,77.71,0,3.57
2020/03/17,58.71,8320,8347.71,84,96.14,81,81.71,6,4.00
2020/03/18,59.79,8413,8449.57,93,101.86,84,86.00,3,4.29
2020/03/19,62.70,8565,8563.71,152,114.14,91,91.14,7,5.14
2020/03/20,63.75,8652,8667.29,87,103.57,94,96.29,3,5.14
2020/03/21,64.06,8799,8769.71,147,102.43,102,101.86,8,5.57
2020/03/22,64.46,8961,8873.14,162,103.43,111,107.86,9,6.00
2020/03/23,64.38,8961,8969.71,0,96.57,111,113.57,0,5.71
2020/03/24,64.42,9037,9066.86,76,97.14,120,120.00,9,6.43
2020/03/25,65.10,9137,9163.86,100,97.00,126,126.00,6,6.00
