Date,Td,R0,Cases(Tot.),Cases(7Ave.),Cases(Day),Cases(7Ave.Day),Deaths(Tot.),Death(7Ave.),Death(Day),Death(7Ave.Day),Death/Mil.pop(7Ave.Day)
2020/01/27,5.79,2.31,5,4.14,0,0.57,0,0.00,0,0.00,0.0
2020/01/28,6.60,2.09,5,4.86,0,0.71,0,0.00,0,0.00,0.0
2020/01/29,7.88,1.85,5,5.71,0,0.86,0,0.00,0,0.00,0.0
2020/01/30,8.32,1.79,5,6.14,0,0.43,0,0.00,0,0.00,0.0
2020/01/31,10.73,1.57,7,7.00,2,0.86,0,0.00,0,0.00,0.0
2020/02/01,13.91,1.42,8,7.86,1,0.86,0,0.00,0,0.00,0.0
2020/02/02,18.70,1.30,8,8.71,0,0.86,0,0.00,0,0.00,0.0
2020/02/03,25.57,1.21,11,9.57,3,0.86,0,0.00,0,0.00,0.0
2020/02/04,30.97,1.17,11,10.14,0,0.57,0,0.00,0,0.00,0.0
2020/02/05,35.04,1.15,11,10.57,0,0.43,0,0.00,0,0.00,0.0
2020/02/06,39.70,1.13,11,11.00,0,0.43,0,0.00,0,0.00,0.0
2020/02/07,33.58,1.16,11,11.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/08,33.79,1.15,11,11.14,0,0.14,0,0.00,0,0.00,0.0
2020/02/09,34.40,1.15,11,11.29,0,0.14,0,0.00,0,0.00,0.0
2020/02/10,41.64,1.12,11,11.57,0,0.29,0,0.00,0,0.00,0.0
2020/02/11,42.62,1.12,12,11.86,1,0.29,0,0.00,0,0.00,0.0
2020/02/12,43.57,1.12,12,12.14,0,0.29,0,0.00,0,0.00,0.0
2020/02/13,44.56,1.12,13,12.43,1,0.29,0,0.00,0,0.00,0.0
2020/02/14,11.63,1.52,13,12.71,0,0.29,0,0.00,0,0.00,0.0
2020/02/15,7.43,1.92,13,12.86,0,0.14,0,0.00,0,0.00,0.0
2020/02/16,5.58,2.39,13,13.00,0,0.14,0,0.00,0,0.00,0.0
2020/02/17,4.59,2.88,13,13.00,0,0.00,0,0.00,0,0.00,0.0
2020/02/18,4.06,3.30,13,13.29,0,0.29,0,0.00,0,0.00,0.0
2020/02/19,3.64,3.79,13,13.57,0,0.29,0,0.00,0,0.00,0.0
2020/02/20,3.32,4.31,13,13.86,0,0.29,0,0.00,0,0.00,0.0
2020/02/21,3.92,3.45,15,19.29,2,5.43,0,0.00,0,0.00,0.0
2020/02/22,4.31,3.08,15,24.71,0,5.43,0,0.00,0,0.00,0.0
2020/02/23,4.59,2.88,15,31.00,0,6.29,0,0.00,0,0.00,0.0
2020/02/24,4.42,3.00,51,37.43,36,6.43,0,0.00,0,0.00,0.0
2020/02/25,4.13,3.24,51,43.86,0,6.43,0,0.00,0,0.00,0.0
2020/02/26,3.72,3.69,57,51.43,6,7.57,0,0.14,0,0.14,0.0004232217710768833
2020/02/27,3.36,4.24,58,59.86,1,8.43,0,0.29,0,0.14,0.0008766736686592582
2020/02/28,3.07,4.86,60,66.57,2,6.71,0,1.14,0,0.86,0.0034462344216260495
2020/02/29,2.75,5.84,68,76.14,8,9.57,1,2.14,1,1.00,0.006469247072175216
2020/03/01,2.53,6.81,74,89.29,6,13.14,1,3.71,0,1.57,0.011215376933537406
2020/03/02,2.45,7.25,98,112.29,24,23.00,6,5.43,5,1.71,0.01641495869248197
2020/03/03,2.38,7.68,118,141.86,20,29.57,7,7.43,1,2.00,0.022460983993580305
2020/03/04,2.41,7.49,149,189.71,31,47.86,11,9.71,4,2.29,0.029353452836832408
2020/03/05,2.44,7.30,219,253.29,70,63.57,12,12.57,1,2.86,0.03799926901740302
2020/03/06,2.40,7.55,267,323.29,48,70.00,14,14.86,2,2.29,0.04492196798716061
2020/03/07,2.45,7.25,403,443.86,136,120.57,17,17.86,3,3.00,0.05399100593880811
2020/03/08,2.52,6.86,519,606.14,116,162.29,21,21.43,4,3.57,0.06478316110126864
2020/03/09,2.45,7.25,588,813.00,69,206.86,22,25.71,1,4.29,0.07772165524561907
2020/03/10,2.38,7.68,962,1086.43,374,273.43,28,30.86,6,5.14,0.09329017039594727
2020/03/11,2.31,8.17,1285,1418.71,323,332.29,36,37.00,8,6.14,0.11185146807031915
2020/03/12,2.26,8.56,1667,1849.71,382,431.00,42,44.57,6,7.57,0.13473567383497634
2020/03/13,2.23,8.81,2181,2431.57,514,581.86,50,55.71,8,11.14,0.16841203476209407
2020/03/14,2.23,8.81,2729,3213.71,548,782.14,60,70.86,10,15.14,0.21421067641791391
2020/03/15,2.23,8.81,3536,4141.71,807,928.00,74,89.29,14,18.43,0.26992479956753507
2020/03/16,2.34,7.95,4661,5867.57,1125,1725.86,100,120.29,26,31.00,0.36363819173455925
2020/03/17,2.49,7.02,6437,8309.43,1776,2441.86,134,163.14,34,42.86,0.493174283810591
2020/03/18,2.65,6.24,7781,11576.71,1344,3267.29,165,217.71,31,54.57,0.6581400841510591
2020/03/19,2.84,5.52,13748,15825.86,5967,4249.14,259,291.00,94,73.29,0.8796966813098074
2020/03/20,3.06,4.88,19274,21426.00,5526,5600.14,350,389.00,91,98.00,1.1759519210636258
2020/03/21,3.29,4.37,25600,28210.00,6326,6784.00,442,514.29,92,125.29,1.5547051760509307
2020/03/22,3.52,3.97,33280,36504.71,7680,8294.71,587,679.29,145,165.00,2.053502263391543
