date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Cases /100000Pop.,Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths /100000Pop.,Td7,Rt,CFR(%)
2020-03-18,13,1.00,,,,,,,,,,,
2020-03-19,14,1.00,,1.00,,,,0.00,,,,,
2020-03-20,15,1.00,,1.00,,,,0.00,,,,,
2020-03-21,15,1.00,,0.00,,,,0.00,,,,,
2020-03-22,15,1.00,,0.00,,,,0.00,,,,,
2020-03-23,15,1.00,,0.00,,,,0.00,,,,,
2020-03-24,15,1.00,,0.00,,,,0.00,,,,,
2020-03-25,15,1.00,14.57,0.00,,,1.00,0.00,,,,,6.86
2020-03-26,15,1.00,14.86,0.00,0.29,0.03,1.00,0.00,0.00,0.00,,,6.73
2020-03-27,15,1.00,15.00,0.00,0.14,0.02,1.00,0.00,0.00,0.00,,,6.67
2020-03-28,17,1.00,15.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,,,6.67
2020-03-29,17,1.00,15.29,0.00,0.29,0.03,1.00,0.00,0.00,0.00,,,6.54
2020-03-30,17,1.00,15.57,0.00,0.29,0.03,1.00,0.00,0.00,0.00,,,6.42
2020-03-31,17,1.00,15.86,0.00,0.29,0.03,1.00,0.00,0.00,0.00,,,6.31
2020-04-01,18,1.00,16.14,1.00,0.29,0.03,1.00,0.00,0.00,0.00,57.38,,6.19
2020-04-02,20,1.00,16.57,2.00,0.43,0.05,1.00,0.00,0.00,0.00,58.46,1.00,6.03
2020-04-03,21,1.00,17.29,1.00,0.71,0.08,1.00,0.00,0.00,0.00,48.70,2.19,5.79
2020-04-04,21,1.00,18.14,0.00,0.86,0.09,1.00,0.00,0.00,0.00,34.21,,5.51
2020-04-05,25,1.00,18.71,4.00,0.57,0.06,1.00,0.00,0.00,0.00,28.32,2.19,5.34
2020-04-06,27,1.00,19.86,2.00,1.14,0.13,1.00,0.00,0.00,0.00,26.39,1.64,5.04
2020-04-07,28,1.00,21.29,1.00,1.43,0.16,1.00,0.00,0.00,0.00,21.57,2.69,4.70
