date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Td7,Rt,K,CFR
2020-08-14,425,28.0,373.4285714285714,13.0,11.714285714285715,27.714285714285715,0.0,0.14285714285714285,43.889069735135294,4.217389957609495,0.10466034755134279,0.07421576128538639
2020-08-15,438,28.0,386.85714285714283,13.0,13.42857142857143,27.857142857142858,0.0,0.14285714285714285,35.15382440712001,4.4949429112207255,0.12892119357306797,0.07200886262924668
2020-08-16,456,29.0,400.57142857142856,18.0,13.714285714285715,28.0,1.0,0.14285714285714285,29.476553402747513,3.02043781260277,0.15177252584933532,0.06990014265335236
2020-08-17,475,29.0,413.71428571428567,19.0,13.142857142857142,28.142857142857142,0.0,0.14285714285714285,26.69601504735952,1.836198188124092,0.16619115549215413,0.06802486187845305
2020-08-18,486,29.0,427.85714285714283,11.0,14.14285714285714,28.285714285714285,0.0,0.14285714285714285,25.321266061681325,1.4827910971734097,0.17437845303867383,0.066110183639399
2020-08-19,500,29.0,441.5714285714285,14.0,13.714285714285712,28.428571428571427,0.0,0.14285714285714285,24.504814985429174,1.335916982535434,0.17963272120200324,0.064380459398253
2020-08-20,524,30.0,456.0,24.0,14.428571428571427,28.57142857142857,1.0,0.14285714285714285,24.32276311406717,1.1928299905007809,0.1808476221287607,0.06265664160401002
2020-08-21,532,30.0,472.0,8.0,15.999999999999998,28.857142857142854,0.0,0.2857142857142857,24.288561116945232,1.1605082430207456,0.18107769423558906,0.06113801452784503
2020-08-22,550,30.0,487.2857142857143,18.0,15.285714285714285,29.14285714285714,0.0,0.2857142857142857,24.391438161265373,1.133313653081408,0.18038740920096863,0.05980650835532101
2020-08-23,556,31.0,503.2857142857143,6.0,15.999999999999998,29.428571428571423,1.0,0.2857142857142857,24.760494775791503,1.080567291964217,0.17795367927294048,0.058472892421231895
2020-08-24,573,31.0,517.5714285714286,17.0,14.285714285714285,29.714285714285708,0.0,0.2857142857142857,24.757476431822827,1.1508575418270994,0.1779733181947205,0.057410985371239294
2020-08-25,585,31.0,531.5714285714286,12.0,14.0,29.999999999999993,0.0,0.2857142857142857,25.488950646158116,1.0072046407611672,0.17333701352470332,0.05643644181671593
2020-08-26,592,31.0,545.7142857142857,7.0,14.142857142857142,30.285714285714278,0.0,0.2857142857142857,26.156809539003422,1.0148370546216336,0.16930932545014787,0.05549738219895287
2020-08-27,605,33.0,558.8571428571428,13.0,13.14285714285714,30.571428571428566,2.0,0.2857142857142857,27.01534610239369,0.985815372888233,0.16439790575916224,0.054703476482617586
2020-08-28,613,33.0,570.4285714285713,8.0,11.571428571428571,30.999999999999996,0.0,0.42857142857142855,28.724703173364524,0.8689172757319742,0.15541922290388532,0.054345103931880794
2020-08-29,620,33.0,582.0,7.0,11.571428571428571,31.428571428571427,0.0,0.42857142857142855,30.799242496128624,0.8196788773426117,0.14575507137490595,0.05400098183603338
2020-08-30,624,33.0,592.0,4.0,10.0,31.857142857142858,0.0,0.42857142857142855,33.39033453454591,0.7933711902649268,0.13524791359842903,0.053812741312741316
