date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Cases /100000Pop.,Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths /100000Pop.,Td7,Rt,CFR(%)
2020-03-18,4,0.00,,,,,,,,,,,
2020-03-19,5,0.00,,1.00,,,,0.00,,,,,
2020-03-20,5,0.00,,0.00,,,,0.00,,,,,
2020-03-21,5,0.00,,0.00,,,,0.00,,,,,
2020-03-22,5,0.00,,0.00,,,,0.00,,,,,
2020-03-23,6,0.00,,1.00,,,,0.00,,,,,
2020-03-24,9,0.00,,3.00,,,,0.00,,,,,
2020-03-25,9,0.00,5.57,0.00,,,0.00,0.00,,,,,0.00
2020-03-26,11,0.00,6.29,2.00,0.71,0.01,0.00,0.00,0.00,0.00,,,0.00
2020-03-27,12,0.00,7.14,1.00,0.86,0.02,0.00,0.00,0.00,0.00,,,0.00
2020-03-28,21,0.00,8.14,9.00,1.00,0.02,0.00,0.00,0.00,0.00,,,0.00
2020-03-29,22,0.00,10.43,1.00,2.29,0.04,0.00,0.00,0.00,0.00,,,0.00
2020-03-30,23,0.00,12.86,1.00,2.43,0.05,0.00,0.00,0.00,0.00,,,0.00
2020-03-31,43,0.00,15.29,20.00,2.43,0.05,0.00,0.00,0.00,0.00,,,0.00
2020-04-01,52,0.00,20.14,9.00,4.86,0.10,0.00,0.00,0.00,0.00,4.81,,0.00
2020-04-02,62,0.00,26.29,10.00,6.14,0.12,0.00,0.00,0.00,0.00,4.17,3.93,0.00
2020-04-03,66,0.00,33.57,4.00,7.29,0.14,0.00,0.00,0.00,0.00,3.72,4.08,0.00
2020-04-04,67,0.00,41.29,1.00,7.71,0.15,0.00,0.00,0.00,0.00,3.43,4.13,0.00
2020-04-05,109,0.00,47.86,42.00,6.57,0.13,0.00,0.00,0.00,0.00,3.53,2.38,0.00
2020-04-06,113,0.00,60.29,4.00,12.43,0.24,0.00,0.00,0.00,0.00,3.69,2.04,0.00
2020-04-07,136,0.00,73.14,23.00,12.86,0.25,0.00,0.00,0.00,0.00,3.54,3.21,0.00
2020-04-08,161,0.00,86.43,25.00,13.29,0.26,0.00,0.00,0.00,0.00,3.76,2.00,0.00
2020-04-09,187,0.00,102.00,26.00,15.57,0.30,0.00,0.00,0.00,0.00,4.08,1.73,0.00
2020-04-10,224,0.00,119.86,37.00,17.86,0.35,0.00,0.00,0.00,0.00,4.37,1.72,0.00
2020-04-11,332,0.00,142.43,108.00,22.57,0.44,0.00,0.00,0.00,0.00,4.55,1.82,0.00
2020-04-12,362,0.00,180.29,30.00,37.86,0.74,0.00,0.00,0.00,0.00,4.45,2.41,0.00
2020-04-13,373,0.00,216.43,11.00,36.14,0.71,0.00,0.00,0.00,0.00,4.43,2.22,0.00
2020-04-14,403,0.00,253.57,30.00,37.14,0.73,0.00,0.00,0.00,0.00,4.47,2.09,0.00
