date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Cases /100000Pop.,Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths /100000Pop.,Td7,Rt,CFR(%)
2020-03-18,794,31.00,,,,,,,,,,,
2020-03-19,829,33.00,,35.00,,,,2.00,,,,,
2020-03-20,871,35.00,,42.00,,,,2.00,,,,,
2020-03-21,907,36.00,,36.00,,,,1.00,,,,,
2020-03-22,944,41.00,,37.00,,,,5.00,,,,,
2020-03-23,980,42.00,,36.00,,,,1.00,,,,,
2020-03-24,1039,43.00,,59.00,,,,1.00,,,,,
2020-03-25,1119,45.00,909.14,80.00,,,37.29,2.00,,,,,4.10
2020-03-26,1191,46.00,955.57,72.00,46.43,0.04,39.29,1.00,2.00,0.00,,,4.11
2020-03-27,1251,45.00,1007.29,60.00,51.71,0.04,41.14,-1.00,1.86,0.00,,,4.08
2020-03-28,1647,52.00,1061.57,396.00,54.29,0.04,42.57,7.00,1.43,0.00,,,4.01
2020-03-29,1820,54.00,1167.29,173.00,105.71,0.08,44.86,2.00,2.29,0.00,,,3.84
2020-03-30,1887,56.00,1292.43,67.00,125.14,0.10,46.71,2.00,1.86,0.00,,,3.61
2020-03-31,2107,57.00,1422.00,220.00,129.57,0.10,48.71,1.00,2.00,0.00,,,3.43
2020-04-01,2306,60.00,1574.57,199.00,152.57,0.12,50.71,3.00,2.00,0.00,10.85,,3.22
2020-04-02,2541,63.00,1744.14,235.00,169.57,0.13,52.86,3.00,2.14,0.00,9.72,2.34,3.03
2020-04-03,2855,69.00,1937.00,314.00,192.86,0.15,55.29,6.00,2.43,0.00,8.84,2.34,2.85
2020-04-04,3191,70.00,2166.14,336.00,229.14,0.18,58.71,1.00,3.43,0.00,8.07,2.47,2.71
2020-04-05,3569,73.00,2386.71,378.00,220.57,0.18,61.29,3.00,2.57,0.00,7.85,1.74,2.57
2020-04-06,3817,80.00,2636.57,248.00,249.86,0.20,64.00,7.00,2.71,0.00,7.91,1.50,2.43
2020-04-07,4168,81.00,2912.29,351.00,275.71,0.22,67.43,1.00,3.43,0.00,7.86,1.60,2.32
2020-04-08,4667,85.00,3206.71,499.00,294.43,0.23,70.86,4.00,3.43,0.00,7.89,1.53,2.21
2020-04-09,5246,88.00,3544.00,579.00,337.29,0.27,74.43,3.00,3.57,0.00,7.97,1.48,2.10
2020-04-10,5902,94.00,3930.43,656.00,386.43,0.31,78.00,6.00,3.57,0.00,8.03,1.49,1.98
2020-04-11,6616,98.00,4365.71,714.00,435.29,0.35,81.57,4.00,3.57,0.00,8.14,1.45,1.87
2020-04-12,7123,102.00,4855.00,507.00,489.29,0.39,85.57,4.00,4.00,0.00,8.03,1.63,1.76
2020-04-13,7509,109.00,5362.71,386.00,507.71,0.40,89.71,7.00,4.14,0.00,7.95,1.62,1.67
2020-04-14,7964,119.00,5890.14,455.00,527.43,0.42,93.86,10.00,4.14,0.00,7.95,1.55,1.59
2020-04-15,8442,136.00,6432.43,478.00,542.29,0.43,99.29,17.00,5.43,0.00,7.98,1.52,1.54
2020-04-16,9027,148.00,6971.71,585.00,539.29,0.43,106.57,12.00,7.29,0.01,8.14,1.40,1.53
2020-04-17,9654,154.00,7511.86,627.00,540.14,0.43,115.14,6.00,8.57,0.01,8.47,1.27,1.53
2020-04-18,10219,161.00,8047.86,565.00,536.00,0.43,123.71,7.00,8.57,0.01,8.94,1.17,1.54
